0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Mikhail McLean,Houston,Amer,15,11.5,98.8,17.8,44.4,42.6,12.4,7.2,10.8,9.4,6,18,0.333,16,33,0.485,0,3,0,2.2,0.8,50,Sr,6-8,1,0.393017,96.8524,7.8,2015,15362,all,,1.74990626,10,19,4,11,0.5263,0.3636,1,1,1
James Carlton,Howard,MEAC,28,76.9,100.4,28.1,48.3,53,7.7,20.6,8.7,18.8,99,131,0.756,143,280,0.511,19,75,0.253,3.9,1.9,36.9,Sr,6-8,1,2.39109,106.888,3.7,2015,15422,all,,0.36904454,82,134,61,146,0.6119,0.4178,19,20,0.95
Trent Wiedeman,Georgia Southern,SB,28,73.9,101.4,22.1,47.8,51,7.4,13.1,8.2,15.7,60,88,0.682,121,249,0.486,5,20,0.25,3.6,1.5,32.7,Sr,6-8,44,1.79571,102.796,2.8,2015,15425,all,,0.60379014,67,98,54,151,0.6837,0.3576,5,5,1
Jeromie Hill,UTSA,CUSA,28,84.4,100.5,25.8,48.5,50,8.2,20.8,9.3,16.2,55,90,0.611,115,255,0.451,53,146,0.363,2.6,2,22.4,Sr,6-8,12,2.57341,107.313,3,2015,15429,all,,0.54793901,80,141,35,113,0.5674,0.3097,12,12,1
Gus Leeper,Arkansas Little Rock,SB,29,37.9,100.8,14.4,48.6,50.2,7.9,11.6,0.9,13.6,11,16,0.688,52,107,0.486,0,0,0,3.3,0.4,15,Sr,6-10,55,0.439867,93.3146,5.5,2015,15454,all,,0.11769896,31,45,21,62,0.6889,0.3387,1,1,1
Justin Drummond,Toledo,MAC,33,72.9,110.3,22.6,52.6,58.1,4.4,13.3,12.8,18,113,145,0.779,116,228,0.509,29,75,0.387,1.8,1.5,47.9,Sr,6-4,4,2.83449,113.273,3.7,2015,15492,all,,0.92538049,81,130,35,98,0.6231,0.3571,6,6,1
Cedric Jenkins,Southeastern Louisiana,Slnd,29,60.8,93.7,26.5,45,48.9,4.8,9.2,15,19,61,81,0.753,84,167,0.503,35,136,0.257,1,2.7,26.7,Sr,6-2,4,1.1106,97.6085,2.5,2015,15541,all,16,0.80598218,55,101,29,67,0.5446,0.4328,0,0,
Mikel Trapp,Bethune Cookman,MEAC,29,73.3,98.5,15.9,48.2,49.5,1.8,9.2,9.1,18.3,18,26,0.692,25,52,0.481,54,168,0.321,0,1,11.8,Sr,6-2,12,0.281688,88.0875,2.6,2015,15546,all,,0.88094184,9,18,16,34,0.5,0.4706,0,0,
Ben Hazel,Princeton,Ivy,23,35.5,100.2,18.2,50,56.7,1.3,7.8,9.9,18.9,38,48,0.792,17,33,0.515,19,58,0.328,0.3,2.1,52.7,Sr,6-5,12,0.74856,97.4551,2.3,2015,15598,all,,1.04351456,15,27,1,5,0.5556,0.2,0,0,
Delino Dear,Bethune Cookman,MEAC,29,45.4,107,14.3,57.8,61,10.5,16.3,4.2,24.4,29,41,0.707,48,83,0.578,0,0,0,5.1,1.1,49.4,Jr,6-9,1,0.551662,93.8718,4.3,2015,15658,all,,0.2903,32,45,17,39,0.7111,0.4359,3,4,0.75
Alex Dragicevich,Boston College,ACC,18,7,103.1,8,60,60,2.8,9.6,6.2,25.7,0,0,0,0,2,0,4,8,0.5,2.5,1.4,0,Sr,6-7,23,0.123399,92.4757,2.6,2015,15659,all,56.8,1,0,1,0,1,0,0,0,0,
C.J. Washington,UAB,CUSA,33,40.1,88,24.5,40.5,44.8,10.4,13.9,5.8,20.3,43,60,0.717,64,156,0.41,13,50,0.26,1.6,2,29.1,Sr,6-8,25,0.587673,95.157,4.4,2015,15883,all,,0.31250885,39,82,26,75,0.4756,0.3467,2,2,1
Pat Moore,Colgate,Pat,24,24.9,104.5,15,54.9,54.8,1.3,5.9,10.3,15,3,6,0.5,3,9,0.333,24,62,0.387,0.4,0.4,8.5,Sr,6-5,5,0.46651,95.3919,2,2015,16018,all,,1.72727273,2,3,1,6,0.6667,0.1667,0,0,
Alandise Harris,Arkansas,SEC,35,50.6,108.4,18.7,49.8,54.3,5.7,12.1,13.3,17,65,90,0.722,87,170,0.512,9,32,0.281,4.9,2.2,44.6,Sr,6-6,2,1.90567,111.637,4,2015,16117,all,,1.29272665,50,83,37,87,0.6024,0.4253,9,11,0.8182
Alex Tiffin,Sacramento St.,BSky,31,39.4,94.1,17.7,45.9,49.6,8.4,15.9,3.5,19.6,25,36,0.694,51,110,0.464,0,1,0,2.2,0.8,32.4,Sr,6-9,34,0.1221,87.643,6.5,2015,16176,all,52.6,0.32139069,29,63,22,47,0.4603,0.4681,0,0,
Tyler Lamb,Long Beach St.,BW,30,56,92.1,22.5,42.1,46.8,4.2,15,11.5,19.2,46,53,0.868,52,144,0.361,33,97,0.34,0.7,2.1,22,Sr,6-5,1,1.03324,98.1948,3.3,2015,16203,all,92.4,0.70587163,31,57,21,88,0.5439,0.2386,0,1,0
Riley Barker,Portland,WCC,14,21.7,101.2,16.2,47.4,49.2,14.1,17.9,5.8,19.8,10,17,0.588,27,56,0.482,0,1,0,5.6,3,29.8,Sr,6-10,14,0.768222,96.7847,5,2015,16226,all,,0.5,14,25,13,31,0.56,0.4194,9,9,1
Chad Jackson,Northern Kentucky,ASun,28,63.5,106.6,21.4,50,53.1,10.3,16.9,16.1,17.2,64,106,0.604,86,169,0.509,0,3,0,0.5,2.2,61.6,Sr,6-4,0,1.65369,104.03,4.2,2015,16247,all,26,1.43178564,67,120,19,49,0.5583,0.3878,1,1,1
Bo Barnes,Arizona St.,P12,33,45.8,120.8,16.5,55.6,58.6,6.3,8.4,8.5,10.9,30,35,0.857,30,55,0.545,46,123,0.374,0.8,2.1,19.7,Sr,6-4,4,2.46145,122.474,3,2015,16401,all,,1.31573463,20,32,10,23,0.625,0.4348,0,0,
Ted Bancroft,Providence,BE,21,6.6,108.7,12.5,53.1,54.3,5.2,14.6,6.2,16.1,4,7,0.571,1,2,0.5,5,14,0.357,2.6,2,43.8,Sr,6-6,22,0.267232,103.403,4.4,2015,16456,all,,1,1,2,0,0,0.5,,0,0,
John Ryan,UC Irvine,BW,23,31.9,100,18.5,53.5,54.3,13.1,18.2,8.8,23.8,18,32,0.563,46,86,0.535,0,0,0,6.7,1.1,37.2,Sr,6-10,25,0.876946,99.5359,5.9,2015,16485,all,,0.70967742,32,50,14,36,0.64,0.3889,4,5,0.8
Evan Kelley,Sacred Heart,NEC,31,76.4,97.4,23.9,46.5,49.2,3.4,10.8,15.2,16.5,80,130,0.615,155,316,0.491,9,46,0.196,0.7,2.1,35.9,Sr,6-4,2,1.51004,99.3409,2.4,2015,16501,all,,1.11764706,108,186,47,130,0.5806,0.3615,2,3,0.6667
Joshua Smith,Georgetown,BE,33,50.5,112,28.1,62.1,63.5,15.5,18.5,14.3,21.6,93,144,0.646,131,211,0.621,0,0,0,3.9,3.1,68.2,Sr,6-10,24,3.03195,128.132,6.8,2015,16505,all,96.8,0.58208147,111,161,20,47,0.6894,0.4255,19,20,0.95
Kregg Jones,Cal St. Bakersfield,WAC,24,16.5,90.1,14.7,52.9,50.7,4.9,14.1,0,17.7,11,26,0.423,18,34,0.529,0,0,0,6.1,0.7,76.5,Sr,6-8,15,-0.105603,81.7776,4.4,2015,16566,all,,0,13,19,5,15,0.6842,0.3333,7,7,1
Javonte Maynor,Cal St. Bakersfield,WAC,30,72.4,100.5,16.1,48.7,50.4,1,4.2,6.4,13.3,32,50,0.64,19,52,0.365,63,181,0.348,0.3,1.8,21.5,Sr,6-0,3,0.821615,93.4539,3.3,2015,16572,all,,0.91667431,11,23,8,29,0.4783,0.2759,0,0,
Scott Eatherton,Northeastern,CAA,35,74.5,114.1,24.5,60.4,62.7,8.6,18.7,12.4,17.2,111,160,0.694,189,302,0.626,8,31,0.258,4.2,1.1,48,Sr,6-8,43,3.45515,118.548,3.5,2015,16602,all,,0.7464754,168,244,21,58,0.6885,0.3621,29,31,0.9355
Aaron Bowen,Georgetown,BE,33,37,102.6,21.3,56.1,55.9,6.6,9.7,14.4,20.9,27,52,0.519,65,110,0.591,9,30,0.3,2,3.5,37.1,Sr,6-6,23,1.26436,109.728,4.1,2015,16633,all,72,0.88889907,52,75,13,33,0.6933,0.3939,15,16,0.9375
Brian Hornstein,Florida Atlantic,CUSA,13,5.8,66.2,13.4,28.6,28.6,7.5,4,0,14.7,0,0,0,4,13,0.308,0,1,0,6,2,0,Sr,6-10,24,-0.474518,57.1943,5.7,2015,16663,all,,0,1,4,3,9,0.25,0.3333,0,0,
Anthony Brown,Stanford,P12,37,87.7,114.1,21.2,52.8,57.3,3.8,18.8,15.2,15.7,116,146,0.795,97,229,0.424,79,179,0.441,0.6,1.3,35.8,Sr,6-6,21,4.28422,120.137,2.4,2015,16684,all,87.4,1.30556555,58,96,39,133,0.6042,0.2932,8,9,0.8889
Ethan Jacobs,Colgate,Pat,32,68.9,105.7,25.2,55.4,57.7,4.6,15.7,8.5,15,54,72,0.75,117,202,0.579,39,115,0.339,4.6,0.8,22.7,Sr,6-11,53,2.42263,110.361,3.9,2015,16760,all,27,0.67305496,56,83,61,119,0.6747,0.5126,11,11,1
Nino Williams,Kansas St.,B12,29,60.8,110.6,22.5,48.4,54.8,8.6,17.1,10.7,13.3,87,105,0.829,117,243,0.481,3,8,0.375,0.9,1.3,41.8,Sr,6-5,11,3.3765,121.575,5,2015,16790,all,79.6,0.86480132,58,89,59,154,0.6517,0.3831,0,0,
Dan Guest,Connecticut,Amer,9,1.4,84.2,23.6,50,60.6,0,5.8,21.3,41,2,2,1,2,3,0.667,0,1,0,0,0,50,N/A,6-2,24,0.0312622,89.4664,6,2015,16837,all,,0.66666667,1,1,1,2,1,0.5,0,0,
Tyler Les,UC Davis,BW,30,59.2,127.8,13.8,66.4,69.5,1.2,7,10.3,16.6,30,32,0.938,4,12,0.333,62,134,0.463,0,0.7,21.9,Sr,6-2,15,2.7666,118.762,2.6,2015,16923,all,,1.6550811,1,3,3,9,0.3333,0.3333,0,0,
Ayodeji Egbeyemi,Loyola Marymount,WCC,25,56.4,94,22.1,42.8,48.8,3.9,11.9,12,19.4,60,76,0.789,68,170,0.4,14,38,0.368,1.4,1.4,36.5,Sr,6-3,24,1.39085,100.098,2.6,2015,17023,all,,0.77549613,26,59,42,112,0.4407,0.375,9,11,0.8182
Derek Jackson,Kent St.,MAC,33,83.2,116.1,17.5,54.1,56.2,2.2,8.9,21,16,48,67,0.716,55,130,0.423,65,152,0.428,0.7,3,23.8,Sr,6-1,23,3.21565,112.132,1.9,2015,17104,all,26.6,2.23997008,36,68,19,62,0.5294,0.3065,9,9,1
Colin Voss,North Texas,CUSA,29,74.8,106.6,17,48.3,53.8,6.6,14.2,13.3,17.7,58,70,0.829,97,200,0.485,0,1,0,3.4,1,34.8,Sr,6-7,33,1.76651,102.357,3.9,2015,17107,all,,1.23408746,31,46,66,154,0.6739,0.4286,0,0,
Marcel Mosley,Arkansas Pine Bluff,SWAC,28,77.6,101.8,27.9,49.9,56.1,2.8,7.5,20,21.5,130,159,0.818,76,179,0.425,69,181,0.381,0,3.6,44.2,Jr,6-0,1,2.76298,107.794,2.1,2015,17139,all,,0.75256185,51,97,25,82,0.5258,0.3049,0,0,
Daniel Bejarano,Colorado St.,MWC,32,75.7,103.6,22.4,44.9,47.7,5.7,21,19.1,14.1,58,84,0.69,62,175,0.354,65,180,0.361,2.3,0.8,23.7,Sr,6-4,2,2.44871,107.944,3.1,2015,17168,all,85.6,1.80765326,31,54,31,121,0.5741,0.2562,1,1,1
Pete Rakocevic,Northern Illinois,MAC,22,28.3,86.5,16.8,42.7,46.6,5.8,17.4,8.1,26.7,13,16,0.813,32,66,0.485,0,9,0,4.7,0.9,21.3,Sr,6-11,0,-0.20461,81.5034,5.8,2015,17190,all,,0.4799448,20,34,12,32,0.5882,0.375,1,1,1
Jamel Outler,UT Arlington,SB,30,59.8,92.7,20.5,45.4,48.4,1.3,4.6,7.2,17.2,53,84,0.631,33,71,0.465,51,170,0.3,0,1.9,34.9,Sr,6-2,3,0.673233,93.503,3.4,2015,17239,all,56.6,0.62220998,18,25,15,46,0.72,0.3261,1,2,0.5
Will Regan,Buffalo,MAC,33,57.2,109.1,13.7,44.1,48.4,6.6,12.9,4.1,8.9,42,58,0.724,36,85,0.424,28,92,0.304,2.4,0.9,32.8,Sr,6-8,2,1.28497,101.598,3.1,2015,17274,all,69.8,1.06270627,30,53,6,32,0.566,0.1875,1,2,0.5
Duje Dukan,Wisconsin,B10,38,37.6,105.5,18.9,48.1,50.9,6.3,14.9,7.5,14.7,31,46,0.674,31,64,0.484,29,91,0.319,0.5,0.9,29.7,Sr,6-10,13,1.4586,111.849,3.2,2015,17291,all,60.4,0.96002432,23,36,8,27,0.6389,0.2963,4,5,0.8
Josh Gasser,Wisconsin,B10,40,82,134.3,10.4,58.3,63.2,3,10.7,9.3,10.3,62,75,0.827,28,48,0.583,49,126,0.389,0.6,1.5,43.1,Sr,6-4,21,5.25137,131.329,2.7,2015,17292,all,60.8,3.33333333,23,35,5,13,0.6571,0.3846,0,0,
Jalen Courtney,Morehead St.,OVC,5,2,79.2,20.5,30,30,13.5,19.6,7.9,11.3,0,0,0,3,7,0.429,0,3,0,0,4.7,0,Sr,6-7,21,-0.15166,77.0072,9.2,2015,17495,all,64.8,1,2,2,1,5,1,0.2,0,0,
Thomas Jacobs,San Diego,WCC,30,53.1,104.9,17.5,51.4,55.5,9.8,18.4,4,17.8,43,59,0.729,72,131,0.55,2,15,0.133,1,2.3,40.4,Sr,6-6,15,1.31439,103.142,3.9,2015,17512,all,,0.33330202,53,79,19,52,0.6709,0.3654,16,18,0.8889
Calvin Godfrey,Memphis,Amer,31,34,99,19.4,43.5,48.1,12,16.9,4.5,16.4,38,60,0.633,50,115,0.435,0,0,0,5.8,2.5,52.2,Sr,6-8,40,0.766369,101.069,6.1,2015,17560,all,29.2,0.43482949,43,74,8,42,0.5811,0.1905,8,9,0.8889
Andrew Ryan,Campbell,BSth,29,86.1,123.5,15.1,61,62,3.7,14.8,11.7,10.1,27,37,0.73,33,65,0.508,78,181,0.431,0.1,1.3,15,Sr,6-5,20,3.28442,112.803,2.7,2015,17573,all,,2.34621538,21,30,12,34,0.7,0.3529,1,1,1
Tshilidzi Nephawe,New Mexico St.,WAC,22,45.3,101.6,24.2,52.3,55.7,13.2,22.7,8.8,23.2,68,109,0.624,80,153,0.523,0,0,0,2.4,0.7,71.2,Sr,6-10,15,1.6743,103.61,3.7,2015,17631,all,,0.44233373,65,107,15,45,0.6075,0.3333,13,15,0.8667
Alex Harris,Cal St. Fullerton,BW,26,72.4,96.9,30,45.7,50.2,1.6,13.1,27.4,17.3,107,160,0.669,104,219,0.475,34,120,0.283,0.5,2.9,47.2,Sr,6-1,23,2.79886,110.126,2.4,2015,17657,all,,1.27272727,47,79,59,142,0.5949,0.4155,3,3,1
Ahmad Starks,Illinois,B10,33,59.7,97.1,20.3,43.4,45.7,1.2,6.9,19.3,14.2,25,30,0.833,43,118,0.364,48,147,0.327,0.6,1.7,11.3,Sr,5-9,3,1.34423,101.537,2.6,2015,17745,all,71.2,1.97297538,8,22,35,95,0.3636,0.3684,0,0,
Evan Smotrycz,Maryland,B10,27,37.8,94.6,17.7,39.7,45.4,5.9,17.8,13.3,19.1,32,42,0.762,21,59,0.356,18,62,0.29,2.1,1.6,34.7,Sr,6-9,1,0.777697,96.7865,4,2015,17757,all,84.8,1.17242342,15,33,6,26,0.4545,0.2308,0,0,
Pee Wee Gardner,American,Pat,33,94.9,102.2,20.7,52.7,56.3,3,8.6,24.6,22.7,69,93,0.742,84,179,0.469,36,83,0.434,0.5,3.7,35.5,Sr,5-9,0,2.09476,101.121,2.4,2015,17845,all,,1.52938893,54,95,29,80,0.5684,0.3625,0,0,
Joe O'Shea,Bryant,NEC,30,81,119.6,16.7,54.7,60.5,6.2,13.7,14,15.1,93,120,0.775,62,118,0.525,33,86,0.384,1,1.5,58.8,Sr,6-4,10,3.26092,113.203,4,2015,17879,all,,1.6340821,57,106,5,12,0.5377,0.4167,0,0,
Darius Leonard,Wake Forest,ACC,32,43,100.2,16.8,47.5,47.7,6.3,9.7,3.9,9.3,11,23,0.478,42,84,0.5,29,96,0.302,2,1,12.8,Sr,6-0,13,0.937427,100.969,3.7,2015,17903,all,40.6,0.66659556,18,27,24,57,0.6667,0.4211,3,3,1
Jordan Sibert,Dayton,A10,36,84.1,111.3,23.5,55.9,60.9,0.9,10.8,14.1,14.1,145,184,0.788,97,159,0.61,80,229,0.349,0.5,3.2,47.4,Sr,6-4,24,3.93887,119.069,2.4,2015,18066,all,91.8,1.0922685,68,86,29,72,0.7907,0.4028,10,10,1
Maliik Love,Cal Poly,BW,27,70.1,91.3,16.6,43.7,44.9,6.5,9.2,21.4,24.7,22,44,0.5,54,125,0.432,3,9,0.333,0.8,1.8,32.8,Sr,6-2,3,0.219283,87.6497,2.5,2015,18087,all,,1.58001276,39,73,13,45,0.5342,0.2889,0,0,
Matt Stainbrook,Xavier,BE,36,63.5,118.4,22.8,60.6,64.6,9.1,22.6,19.3,19.3,103,133,0.774,161,264,0.61,1,4,0.25,3,1.4,49.6,Sr,6-10,40,4.03289,129.33,3.8,2015,18147,all,,1.24636093,124,181,48,96,0.6851,0.5,1,1,1
"Juwan Howard, Jr.",Detroit,Horz,31,79.7,105.1,27.9,48.9,53.1,3.7,11.7,18,14.3,93,108,0.861,129,302,0.427,62,152,0.408,1.2,1.7,23.8,Sr,6-6,2,3.25537,114.565,2.6,2015,18148,all,25,1.13042231,32,53,91,237,0.6038,0.384,3,3,1
Denzel Brito,Loyola MD,Pat,30,62.8,84.2,16.5,37.7,42.8,1.2,13,20.9,24.6,36,49,0.735,34,95,0.358,17,63,0.27,0.2,1.9,31,Sr,6-2,10,-0.631436,78.3055,1.8,2015,18168,all,,1.408192,21,48,13,47,0.4375,0.2766,0,0,
Corey Hawkins,UC Davis,BW,27,74.8,118.8,31.2,61.3,65.6,2.9,14.7,24.7,18.5,129,157,0.822,104,200,0.52,79,163,0.485,0.6,2.5,43.3,Sr,6-3,3,5.38595,131.644,2.3,2015,18208,all,64.6,1.11903333,44,76,60,124,0.5789,0.4839,0,0,
Dionte Ferguson,South Alabama,SB,31,71.1,107.6,21.9,54.5,60.2,11.5,14.3,4.8,20.8,113,151,0.748,128,234,0.547,0,1,0,5.3,1.4,64.3,Sr,6-6,24,2.4995,110.506,4.5,2015,18313,all,,0.25677845,87,143,41,91,0.6084,0.4505,5,8,0.625
Amric Fields,TCU,B12,29,40.5,102.1,21.5,51.4,50.9,5.8,16.1,9.3,13.1,38,82,0.463,69,128,0.539,14,47,0.298,3.8,0.9,46.9,Sr,6-9,4,1.53602,109.314,3.6,2015,18316,all,26.4,0.87994432,46,68,24,61,0.6765,0.3934,6,7,0.8571
Steve Forbes,IPFW,Sum,26,56.7,110.1,29.7,55.7,60.8,10.4,19.8,9.5,16.4,107,143,0.748,132,237,0.557,0,0,0,3.4,0.9,60.3,Sr,6-9,54,2.95271,120.253,4.3,2015,18340,all,,0.56862853,104,149,28,88,0.698,0.3182,15,19,0.7895
Jonathan Graham,Maryland,B10,34,27.2,104.8,13.6,53.3,53.6,12.2,16.3,2.8,19,14,27,0.519,32,60,0.533,0,0,0,2.3,0.5,45,Sr,6-8,25,0.623318,101.382,5.4,2015,18360,all,,0.31257969,26,41,6,19,0.6341,0.3158,0,0,
Nate Rucker,Kennesaw St.,ASun,5,4.3,84,25.6,45,49.2,4.2,25.8,0,22.6,4,5,0.8,9,20,0.45,0,0,0,2,0,25,Sr,6-6,12,0.0397921,86.5149,6.2,2015,18430,all,,0,8,19,1,1,0.4211,1,2,3,0.6667
Michael Cobbins,Oklahoma St.,B12,29,63.4,107.6,14.3,58.2,58.6,7.7,18.3,4.4,18,41,72,0.569,78,134,0.582,0,0,0,7.6,1.6,53.7,Sr,6-8,20,2.26214,109.324,4,2015,18431,all,88.6,0.4848405,62,81,15,51,0.7654,0.2941,31,33,0.9394
Antoine Mason,Auburn,SEC,25,52.4,104.7,24.1,50.4,55.8,1.4,8.6,8.3,13.8,103,143,0.72,59,144,0.41,45,107,0.421,0.2,2.1,57,Sr,6-1,14,3.10731,116.599,3.1,2015,18498,all,,0.54346597,32,73,27,72,0.4384,0.375,2,2,1
Aaron Bright,Saint Mary's,WCC,29,75.7,100.9,22.9,43.2,49.6,1.1,7,24.5,20,78,89,0.876,57,139,0.41,42,139,0.302,0,1,32,Sr,5-0,20,2.3164,106.459,3.4,2015,18540,all,60,1.66175497,35,82,22,57,0.4268,0.386,0,0,
Matt Kamieniecki,Ball St.,MAC,21,38.3,99,24.8,49.1,51.7,13.4,27.8,8.7,17.2,60,110,0.545,56,116,0.483,1,1,1,3.9,2.6,94,Sr,6-8,2,1.47963,105.253,6.3,2015,18584,all,,0.56253008,54,103,2,13,0.5243,0.1538,3,3,1
Karam Mashour,Morehead St.,OVC,32,56.7,108.1,24.3,51.9,55.2,8.2,25.2,9.9,15.3,71,101,0.703,111,201,0.552,19,68,0.279,2.2,2.6,37.5,Sr,6-6,25,2.06222,111.433,3.9,2015,18590,all,,0.71114469,94,151,17,50,0.6225,0.34,16,17,0.9412
Eric McKnight,Long Beach St.,BW,30,33.8,99.2,12.2,60.9,58.4,6.2,14.6,4.5,24.5,10,24,0.417,39,64,0.609,0,0,0,5.3,1,37.5,Sr,6-9,12,0.351057,92.5993,5.3,2015,18597,all,33.2,0.43475237,28,37,11,27,0.7568,0.4074,14,14,1
Jordan Railey,Washington St.,P12,31,40.5,94.1,23.7,53,51.7,7.9,15.3,12.2,18.1,28,66,0.424,88,166,0.53,0,0,0,6.1,1.7,39.8,Sr,7-0,4,0.943302,102.041,5.5,2015,18598,all,34.6,0.70272308,68,109,19,54,0.6239,0.3519,15,15,1
Emerson Murray,Seattle,WAC,31,66.1,85.3,10.9,42.7,45.8,1.6,14.2,22.7,37.7,22,42,0.524,16,35,0.457,7,27,0.259,0.1,3,67.7,Sr,6-3,2,-1.28046,71.9276,3.2,2015,18665,all,,1.77189834,13,25,3,9,0.52,0.3333,4,4,1
J.T. Thomas,Arkansas Little Rock,SB,30,62.6,95.2,16.2,42.4,45.8,0.4,8.1,18.6,15.7,41,67,0.612,30,84,0.357,28,86,0.326,0.8,1.1,39.4,Sr,6-1,14,0.419982,90.1369,2.1,2015,18694,all,,2.27280413,12,34,18,50,0.3529,0.36,0,0,
Abdul Ahmed,Cal St. Bakersfield,WAC,30,30.3,86.4,15.9,38.8,41.8,4.3,15.3,12.2,21.2,9,10,0.9,15,37,0.405,12,48,0.25,1.9,0.5,11.8,Sr,6-10,23,-0.256568,79.4085,5.8,2015,18708,all,,1.04544773,7,12,8,26,0.5833,0.3077,0,0,
Jershon Cobb,Northwestern,B10,21,35.9,104.1,16.6,51.4,53.6,1.9,15.1,15.2,16.1,16,22,0.727,20,43,0.465,24,66,0.364,0.3,0.6,20.2,Sr,6-5,23,1.51644,105.073,3,2015,18741,all,73.2,1.7367374,4,6,16,37,0.6667,0.4324,0,0,
T.J. McConnell,Arizona,P12,38,75.9,118.3,20.7,53.8,57,2.8,12.5,39,19.3,58,70,0.829,131,235,0.557,25,78,0.321,0.3,4.3,22.4,Sr,6-1,4,4.10071,124.218,2.3,2015,18771,all,30.6,3.05134951,60,85,71,150,0.7059,0.4733,0,0,
Juwan Staten,West Virginia,B12,30,66.5,108.6,24.2,45.1,50.7,1.5,9.8,31.8,15.4,120,171,0.702,122,282,0.433,21,58,0.362,0.1,2,50.3,Sr,6-1,3,3.70923,119.629,2.1,2015,18785,all,88,2.27870949,53,114,69,172,0.4649,0.4012,0,0,
Kevin Panzer,American,Pat,21,38,81.7,24.9,39.6,42.7,3,14.9,21.8,21.6,29,52,0.558,29,82,0.354,15,48,0.313,4.3,1,40,Sr,6-9,13,0.0325565,85.8007,4.6,2015,18858,all,,1.20515858,22,48,7,34,0.4583,0.2059,7,8,0.875
Stefan Nastic,Stanford,P12,37,73,106.3,25.7,47.2,53.2,9.7,15.8,11,16.2,138,183,0.754,179,379,0.472,0,0,0,3.8,0.7,48.3,Sr,6-10,4,3.30865,117.652,5,2015,18886,all,63,0.70666009,55,107,124,271,0.514,0.4576,6,7,0.8571
Nate Hicks,Florida Gulf Coast,ASun,30,39,118.9,12.8,54.8,59.3,9.5,20.6,2.8,13.2,37,54,0.685,40,72,0.556,0,1,0,5.3,0.7,74,Sr,6-10,1,1.10111,105.684,3.5,2015,18940,all,44.6,0.61540296,33,54,7,18,0.6111,0.3889,9,10,0.9
