0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Kevin White,Maryland Eastern Shore,MEAC,29,74.7,84,23.3,37.1,42.7,1.9,4.5,35.7,27,65,89,0.73,93,236,0.394,2,23,0.087,0.2,2.1,34.4,Sr,6-0,3,0.0987523,84.1253,3.2,2011,104,all,,1.54640038,55,116,38,119,0.4741,0.3193,0,0,
Sean Carter,Massachusetts,A10,29,53.6,105,13.6,57.1,54.1,13.4,12.4,4.6,18.5,28,66,0.424,56,98,0.571,0,0,0,6.9,1.3,67.3,Jr,6-9,23,0.981447,96.3214,4.3,2011,113,all,25,0.51858217,56,91,0,7,0.6154,0,22,24,0.9167
Carlton Fay,Southern Illinois,MVC,32,71.6,100.6,24.3,46,52.6,4.3,8.6,5.8,15.6,104,122,0.852,102,216,0.472,33,113,0.292,1.1,1,37.1,Sr,6-8,30,2.18296,105.031,3.5,2011,114,all,37.4,0.37502857,25,32,77,184,0.7813,0.4185,0,0,
Kareem Nitoto,UC Riverside,BW,28,73.5,98.8,20.2,46.9,53,1.2,7.5,24.3,24.3,75,98,0.765,48,114,0.421,34,97,0.351,1,1.4,46.4,Jr,6-1,5,1.40869,96.3778,2.7,2011,122,all,26.8,1.44284,33,56,15,58,0.5893,0.2586,3,3,1
Zach Hahn,Butler,Horz,36,40.2,98.1,17.9,45,48.3,2,4.5,12.9,18.9,24,28,0.857,10,34,0.294,44,135,0.326,0,1.4,16.6,Sr,6-1,3,0.792018,96.851,2.5,2011,123,all,28.4,1.18173885,6,15,4,19,0.4,0.2105,0,0,
Matt Howard,Butler,Horz,36,75,120.7,26.2,53.5,59.9,10.1,13.8,10.6,12.8,179,226,0.792,132,262,0.504,53,133,0.398,2.4,2.3,57.2,Sr,6-8,54,5.08549,130.215,3.8,2011,124,all,75.8,0.83610718,89,139,43,123,0.6403,0.3496,7,8,0.875
Shawn Vanzant,Butler,Horz,37,70.9,109.7,15.2,50.6,53.9,1.9,9,12,14.9,53,72,0.736,72,156,0.462,34,87,0.391,0.2,1.7,29.6,Sr,6-0,2,2.20065,105.3,2.7,2011,125,all,,1.61531164,32,50,40,106,0.64,0.3774,0,0,
James Hett,Monmouth,NEC,30,85.5,98.3,12,47.5,48.7,1.9,5.7,24.6,24.3,25,47,0.532,33,64,0.516,23,78,0.295,0,2.3,33.1,Sr,5-10,15,0.256336,85.3183,2,2011,146,all,,2.4286414,23,42,9,21,0.5476,0.4286,0,0,
Thomas Coleman,North Carolina A&T,MEAC,28,77.6,114.3,25.6,60.6,62.3,13.4,13.7,12,17.6,124,193,0.642,180,296,0.608,0,1,0,8.2,2.2,65,Sr,6-9,23,3.73132,116.095,3.1,2011,148,all,,0.58333981,160,236,20,59,0.678,0.339,64,71,0.9014
Kyle Riley,Howard,MEAC,24,70.3,90,19,46,48.4,1.1,6.2,26.6,26.2,41,67,0.612,65,144,0.451,21,66,0.318,0,2.8,31.9,Sr,6-3,15,0.0821017,83.86,2.4,2011,150,all,,1.25713992,44,89,21,55,0.4944,0.3818,5,5,1
Noah States,Furman,SC,26,50,114.1,21.4,59.5,61.5,3.5,13.7,17.1,19.2,36,48,0.75,59,110,0.536,38,85,0.447,3.6,1.2,24.6,Sr,6-8,4,2.35014,111.415,5.4,2011,154,all,,1.07318156,30,43,29,67,0.6977,0.4328,4,5,0.8
Jihad Ali,Georgia St.,CAA,30,60.6,90.5,18.8,42,42.3,6.7,11.2,9.4,16,12,26,0.462,59,158,0.373,29,86,0.337,3.1,2,10.7,Jr,6-5,14,0.275212,86.3015,3.1,2011,157,all,,0.86491527,23,52,36,106,0.4423,0.3396,1,1,1
Jay Threatt,Delaware St.,MEAC,28,90.4,107,20.7,48,51.7,4.3,7.6,36.5,20.3,55,78,0.705,72,156,0.462,24,69,0.348,0.6,5.4,34.7,Jr,5-11,4,2.55857,103.443,1.9,2011,161,all,,2.5846472,21,37,51,119,0.5676,0.4286,0,0,
Isaiah Tate,George Mason,CAA,34,50.8,114.3,15.8,52.3,54.4,6.6,5.6,7,11.2,32,48,0.667,48,104,0.462,28,68,0.412,1.3,2.3,27.9,Sr,6-4,13,1.73934,107.621,2.3,2011,162,all,32.2,1.300068,39,69,9,35,0.5652,0.2571,3,3,1
Vlad Moldoveanu,American,Pat,30,80.2,112.9,31.5,50.4,56.7,6.3,12,15.6,11.6,159,191,0.832,137,287,0.477,60,163,0.368,1.5,0.7,42.4,Sr,6-9,14,4.55182,122.241,2.7,2011,163,all,53.4,1.03510526,68,100,69,188,0.68,0.367,1,1,1
Kyle Singler,Duke,ACC,37,86.9,112.3,23.5,49.1,53.6,8,10.7,8.8,13.2,125,155,0.806,157,316,0.497,62,193,0.321,0.8,1.5,30.5,Sr,6-8,12,4.55534,120.957,3,2011,197,all,99,0.85712776,80,113,77,203,0.708,0.3793,4,4,1
Nolan Smith,Duke,ACC,37,85.1,114,30.8,50.8,56.4,4.1,6.8,30.3,17.3,187,230,0.813,203,405,0.501,57,163,0.35,0.2,2,40.5,Sr,6-2,2,5.7455,131.847,2.3,2011,198,all,95.8,1.60168694,121,180,82,225,0.6722,0.3644,19,21,0.9048
E'Twaun Moore,Purdue,B10,34,84.4,112.1,26.8,51.8,54.5,5.1,7.7,20.9,11.9,100,141,0.709,151,319,0.473,70,175,0.4,1.6,2.2,28.5,Sr,6-4,33,4.86841,124.625,2.5,2011,201,all,95,1.77052561,44,77,107,242,0.5714,0.4421,4,4,1
JaJuan Johnson,Purdue,B10,34,88.1,113.9,27.3,50.9,56.4,7.9,14.4,6.4,10.3,169,209,0.809,242,469,0.516,15,51,0.294,6.7,1.5,40.2,Sr,6-10,25,5.38938,127.114,1.8,2011,203,all,91.6,0.58927813,49,74,193,395,0.6622,0.4886,23,26,0.8846
Tim Abromaitis,Notre Dame,BE,34,84.2,118.2,20.9,56.1,60.1,4.8,8.7,11.3,13.2,109,139,0.784,91,189,0.481,78,182,0.429,1.3,1.4,37.5,Sr,6-8,21,4.74315,123.299,2.3,2011,209,all,34.8,1.17307441,52,101,39,88,0.5149,0.4432,9,11,0.8182
Tyrone Nash,Notre Dame,BE,34,70.9,115.6,20.2,49,56.4,10.4,8.5,17.9,16.5,131,190,0.689,95,195,0.487,1,2,0.5,2,0.6,96.4,Sr,6-8,1,3.64127,119.737,3.2,2011,210,all,61.8,1.69816526,81,137,14,58,0.5912,0.2414,7,9,0.7778
Tim Johnson,Wofford,SC,34,70,95.9,18.7,44.4,45,14.7,14.6,16,23.6,45,101,0.446,80,180,0.444,0,0,0,2.2,2.7,56.1,Sr,6-6,41,0.845784,91.7412,4.3,2011,218,all,,1.22857976,69,142,11,38,0.4859,0.2895,7,10,0.7
Robo Kreps,Illinois Chicago,Horz,30,95.6,105.4,21.7,50.1,53.7,1.6,6.7,17.1,18.4,79,101,0.782,92,197,0.467,68,190,0.358,0.2,2,26.1,Sr,6-1,3,3.21054,107.154,1.7,2011,231,all,57.6,1.11842261,48,93,42,97,0.5161,0.433,0,0,
Peter Sullivan,Brown,Ivy,22,60.5,104.9,26.2,43.2,54.9,4,7.9,15,14.8,134,164,0.817,64,140,0.457,17,67,0.254,0.3,1.3,79.2,Sr,6-5,25,2.72597,109.532,2.5,2011,232,all,,1.0682,42,80,22,60,0.525,0.3667,0,0,
D.J. Gay,San Diego St.,MWC,35,89.7,109.3,17.7,46.9,49.6,0.9,4.9,15.9,13.1,62,91,0.681,61,160,0.381,72,200,0.36,0.2,1.8,25.3,Sr,6-0,23,3.15026,108.341,0.9,2011,262,all,35,2.34038275,19,25,42,135,0.76,0.3111,0,0,
Zavier Anderson,Clemson,ACC,31,22.3,71.4,16.3,51.7,50,4,10.3,23.4,49,8,19,0.421,11,26,0.423,3,4,0.75,2.9,4.4,63.3,Sr,5-9,3,-0.504586,68.4431,5.5,2011,263,all,,0.97504456,10,23,1,3,0.4348,0.3333,0,0,
Adam Carp,Nevada,WAC,7,2.7,130,12.6,60,70.1,3.3,6.6,0,13.5,5,6,0.833,3,5,0.6,0,0,0,0,0,120,Sr,6-7,13,0.577286,117.438,8.2,2011,266,all,,0,3,3,0,2,1,0,0,0,
Dante Jackson,Xavier,A10,32,86.9,103.5,13.1,48.3,50.5,2.4,5.8,10.5,16.5,31,43,0.721,27,60,0.45,56,170,0.329,0.7,2.2,18.7,Sr,6-5,25,1.61028,96.3689,3,2011,269,all,81.4,1.57504,13,25,14,35,0.52,0.4,0,0,
Justin Rutty,Quinnipiac,NEC,25,60.4,105.8,23.8,52.7,51.8,13.1,11,9.8,14.1,51,114,0.447,156,296,0.527,0,0,0,3,0.7,38.5,Sr,6-7,12,2.58703,107.298,3.3,2011,273,all,,0.77777778,126,190,30,106,0.6632,0.283,3,3,1
Dante Curry,Georgia St.,CAA,28,33,107.8,20.7,50.3,51.9,1.7,7.5,6.8,10.8,17,24,0.708,3,21,0.143,53,143,0.371,0.3,1.4,14.6,Sr,6-4,12,1.13215,105.192,3,2011,276,all,75,0.80007467,3,9,0,11,0.3333,0,0,0,
Graeme Radford,Stetson,ASun,30,36.4,77.3,7.9,48.3,41.6,8.6,10.7,0.9,28.6,8,30,0.267,14,29,0.483,0,0,0,6.1,1.1,103.4,Sr,6-10,13,-1.14662,60.785,5.9,2011,284,all,,0.11769896,12,24,2,5,0.5,0.4,1,2,0.5
Grant Maxey,Jackson St.,SWAC,29,52,102.8,33.6,46.3,53.7,11.8,17.1,15.8,18.1,124,160,0.775,118,255,0.463,10,32,0.313,3.3,3.5,55.7,Sr,6-7,32,2.37452,114.667,4.8,2011,306,all,4.4,0.53124292,79,141,40,115,0.5603,0.3478,12,14,0.8571
James Spencer,Liberty,BSth,9,1.1,11.9,18.5,0,0,0,44.9,13.2,50,0,0,0,0,1,0,0,2,0,0,0,0,Sr,6-1,4,-0.368204,9.72525,0,2011,330,all,,0.5,0,1,0,0,0,,0,0,
Yannick Formbor,Drexel,CAA,22,11.2,102.1,8.9,85.7,78.7,8.8,12.4,6.7,40.1,5,8,0.625,6,7,0.857,0,0,0,0.8,0.9,114.3,Sr,6-8,1,0.0544737,85.6739,6.9,2011,342,all,,0.62513751,3,4,3,3,0.75,1,0,0,
Rob Hampton,Norfolk St.,MEAC,32,76.2,92.8,26,47.9,51.9,4.7,6,13.5,23,114,174,0.655,121,245,0.494,31,105,0.295,0.5,2.1,49.7,Sr,6-4,1,1.37202,96.0068,3.9,2011,343,all,,0.57141986,85,156,36,89,0.5449,0.4045,2,2,1
David Meyer,Elon,SC,2,0.2,0,40.3,0,0,0,58.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Sr,6-6,23,-0.200606,25.375,20,2011,347,all,,,0,2,0,0,0,,0,0,
Josh White,North Texas,SB,30,81.8,110.5,20.3,50.9,57.3,1.5,4.2,16.5,17.4,106,125,0.848,94,187,0.503,37,107,0.346,0,1,42.5,Sr,5-10,10,2.76316,106.649,2.4,2011,354,all,16,1.35481686,50,87,44,100,0.5747,0.44,0,0,
Jeremy Hazell,Seton Hall,BE,18,50.8,107.7,26,50.7,55,2,8.4,10.8,11.3,78,104,0.75,69,135,0.511,47,140,0.336,0.2,4,37.8,Sr,6-5,21,4.43695,119.482,1.2,2011,370,all,,0.90623242,52,82,17,53,0.6341,0.3208,14,15,0.9333
Marcus Britt,Arkansas,SEC,30,45.2,100.9,15.9,52.6,55,3.5,7.4,12.3,23.3,16,18,0.889,25,58,0.431,31,78,0.397,1.2,2.6,13.2,Sr,6-3,12,0.904714,96.9787,3,2011,385,all,31.6,0.97225,17,33,8,25,0.5152,0.32,0,0,
Malcolm White,LSU,SEC,32,58.8,90.2,20.5,45.5,49.3,8.9,9.2,4.1,21.7,59,94,0.628,92,202,0.455,0,0,0,5,1,46.5,Jr,6-9,5,0.6048,90.5462,5.1,2011,389,all,76.4,0.23217143,48,67,44,135,0.7164,0.3259,21,24,0.875
Steffphon Pettigrew,Western Kentucky,SB,32,84.1,106.9,21.5,53,54,8.3,9.3,8.4,15.7,73,127,0.575,152,270,0.563,30,102,0.294,1.8,1.3,34.1,Sr,6-5,30,2.58241,105.17,3.2,2011,393,all,47.8,0.65625,112,159,40,111,0.7044,0.3604,14,17,0.8235
Nedeljko Golubovic,Fresno St.,WAC,30,60.2,97.3,16.6,46.8,51.5,5,7.3,7.5,20.4,51,71,0.718,49,96,0.51,21,76,0.276,1.7,2.5,41.3,Sr,6-8,15,0.784361,92.5347,4.2,2011,399,all,,0.64285714,33,49,16,47,0.6735,0.3404,0,0,
Josh Bedwell,Samford,SC,29,56.8,115.7,18.9,60.8,66,3.1,7.8,18.9,18.5,51,56,0.911,24,46,0.522,46,107,0.43,0.2,2,36.6,Sr,6-0,10,2.15813,110.396,2.6,2011,401,all,,1.36112454,15,24,9,22,0.625,0.4091,0,0,
Terrell Bell,Virginia Tech,ACC,34,79.6,108.4,12.8,55.4,56.7,6,9.3,10.8,21.2,37,60,0.617,53,101,0.525,30,76,0.395,3.3,1.4,33.9,Sr,6-6,1,2.09967,102.016,3.1,2011,420,all,71.8,1.28566472,34,57,19,44,0.5965,0.4318,9,13,0.6923
Malcolm Delaney,Virginia Tech,ACC,34,94.5,112.3,25.9,51.5,58.5,2.6,6.3,22.7,18.6,181,213,0.85,102,237,0.43,84,206,0.408,0.5,2.6,48.1,Sr,6-3,23,5.18931,122.385,2.7,2011,423,all,85.8,1.33009837,52,96,50,141,0.5417,0.3546,1,1,1
Bobby Austin,Furman,SC,13,6.2,100.4,11,40,41.1,8.3,17,14.8,22.1,1,2,0.5,1,6,0.167,2,4,0.5,0,0.8,20,Jr,6-3,22,0.038794,85.0775,3.1,2011,428,all,,1.99956672,0,1,1,5,0,0.2,0,0,
Justin Dehm,Furman,SC,31,53.6,109.3,14.6,59.1,61,0.2,6.8,14,23.8,21,27,0.778,14,39,0.359,45,99,0.455,0.2,1.7,19.6,Sr,6-1,1,1.14641,98.4972,1.8,2011,429,all,19.8,1.21625471,8,16,6,23,0.5,0.2609,0,0,
Will Sherrill,Virginia,ACC,23,34.7,108.2,13,55.6,55.9,5,6.5,6.7,14.9,1,1,1,18,41,0.439,21,48,0.438,1.1,1.6,1.1,Sr,6-9,22,1.21243,101.743,3.3,2011,430,all,,1,14,18,4,23,0.7778,0.1739,0,0,
Brian Mills,Mercer,ASun,32,75.9,101.7,29,47.5,52.2,8.1,11.5,11.4,14.7,126,175,0.72,173,355,0.487,19,69,0.275,1.9,1.8,41.3,Sr,6-7,25,3.02337,111.616,4.3,2011,434,all,,0.56336759,71,115,102,240,0.6174,0.425,18,20,0.9
Mark Hall,Mercer,ASun,32,66.9,113.5,13.1,55.9,59.7,3.2,5.1,11.4,17.7,46,60,0.767,16,41,0.39,49,119,0.412,0,2.3,37.5,Sr,5-11,10,1.8925,103.387,4.4,2011,436,all,,1.3824,8,22,8,19,0.3636,0.4211,0,0,
George Valentine,Winthrop,BSth,27,69.3,109.3,12.6,62.6,60.8,9.8,11.3,5.9,21.3,25,51,0.49,77,123,0.626,0,0,0,4.5,2.4,41.5,Sr,6-8,43,1.25615,95.5689,3.7,2011,438,all,,0.63894097,63,83,14,40,0.759,0.35,12,13,0.9231
Josh Slater,Lipscomb,ASun,29,77.7,106.3,29.1,46.6,53.5,6.5,9.8,30.9,19,158,218,0.725,115,230,0.5,30,113,0.265,0.7,5.5,63.6,Sr,6-3,0,3.59081,116.141,3.7,2011,439,all,,1.50549731,79,114,36,116,0.693,0.3103,2,3,0.6667
Alphonso Dawson,Delaware,CAA,20,37.8,89.3,21,41.2,43.3,4.9,5.4,5.1,12.1,17,24,0.708,27,78,0.346,27,86,0.314,0.4,0.7,14.6,Sr,6-4,11,0.404609,88.1167,3.5,2011,440,all,34,0.52631579,8,14,19,64,0.5714,0.2969,0,0,
Edwin Santiago,Delaware,CAA,13,3.5,73.4,20.3,40,48.1,2.8,10.5,4.9,35.3,3,3,1,1,4,0.25,2,6,0.333,0,8.7,30,Sr,6-2,24,-0.124467,72.5479,7.3,2011,442,all,23.6,0.199948,1,1,0,3,1,0,0,0,
D.J. Boney,Delaware,CAA,31,50.6,100.4,11.2,41.6,46.9,4.2,4.9,9.2,15.2,23,29,0.793,14,36,0.389,17,59,0.288,1,0.6,30.5,Sr,6-5,21,0.252008,86.7488,3.5,2011,443,all,19,1.64697301,11,21,3,15,0.5238,0.2,0,1,0
Travis Cohn,Jacksonville,ASun,30,46.5,109.8,23.9,54.1,56.9,4.7,8.3,14.2,17.1,48,65,0.738,68,129,0.527,38,102,0.373,0.4,1.6,28.1,Sr,6-2,1,1.91674,111.486,2.9,2011,460,all,11.6,0.82922368,37,66,31,63,0.5606,0.4921,3,5,0.6
Cory Higgins,Colorado,B12,37,80.3,110.8,24.7,47.2,54.8,2.9,6,14.4,15.1,171,197,0.868,158,346,0.457,36,103,0.35,1.2,1.8,43.9,Sr,6-5,11,3.91593,118.053,2.6,2011,461,all,50.4,1.16880496,72,123,86,223,0.5854,0.3857,13,13,1
Travis Bureau,Louisiana Lafayette,SB,25,67.4,110.4,17.5,56,57.3,6.2,15.6,10.6,17.8,50,83,0.602,68,126,0.54,23,57,0.404,3.2,1.3,45.4,Sr,6-7,3,1.90071,101.797,3,2011,470,all,,0.925,53,70,14,55,0.7571,0.2545,9,11,0.8182
Ty Proffitt,Morehead St.,OVC,32,79.5,113.3,13,51.2,54.1,2.5,3.9,11.4,18.4,34,42,0.81,35,87,0.402,50,128,0.391,0.1,1.5,19.5,Jr,6-4,13,1.98772,101.025,2.3,2011,474,all,32.8,1.47504,14,22,21,65,0.6364,0.3231,0,0,
LaceDarius Dunn,Baylor,B12,27,79,104.1,28.7,50.5,55.6,2.9,6.4,14.3,21.4,117,142,0.824,77,172,0.448,86,236,0.364,0.1,2.1,34.8,Sr,6-4,24,4.19409,117.498,2.7,2011,476,all,92,0.59595822,35,51,42,121,0.6863,0.3471,3,4,0.75
Tyrel Reed,Kansas,B12,38,71.4,122.5,14.6,54.3,58.8,2.6,6.9,9.6,12.5,79,99,0.798,37,77,0.481,72,190,0.379,0.7,2.9,37.1,Sr,6-4,14,3.44756,117.878,1.9,2011,479,all,83.4,1.8855716,20,27,17,50,0.7407,0.34,1,1,1
Casey Harriman,Creighton,MVC,6,0.8,79.2,13.1,50,50,0,36,14.8,37,0,0,0,1,1,1,0,1,0,0,0,0,Sr,6-5,32,-0.119826,67.2485,6.2,2011,481,all,,1,1,1,0,0,1,,0,0,
Trent Beckley,Colorado,B12,7,1.2,53.6,13.7,16.7,16.7,0,6.3,8.8,0,0,0,0,1,6,0.167,0,0,0,0,0,0,N/A,6-10,3,-0.302699,49.2624,11.1,2011,482,all,,,0,4,1,2,0,0.5,0,0,
Anthony Hill,Milwaukee,Horz,32,67.4,108.7,28.7,53.1,58,11.8,10.8,13.7,17.8,145,205,0.707,171,321,0.533,1,4,0.25,2.3,0.9,63.1,Sr,6-7,23,3.46954,118.821,4.8,2011,501,all,,0.59739018,103,165,68,156,0.6242,0.4359,2,2,1
Rahmon Fletcher,Green Bay,Horz,31,78.6,109.1,25.7,52,54.4,1.9,6,23,15.9,73,104,0.702,131,260,0.504,50,136,0.368,0.4,2.9,26.3,Sr,5-10,20,3.60527,116.005,3.2,2011,504,all,50.2,1.43940817,57,93,74,167,0.6129,0.4431,0,0,
Vinny Lima,Northeastern,CAA,15,15.3,85.7,20.5,33.6,40.7,8.1,10.5,6.4,17.7,14,16,0.875,11,35,0.314,5,20,0.25,1.8,1,29.1,Sr,6-10,11,0.180019,87.2674,5.7,2011,515,all,,0.54547934,8,18,3,17,0.4444,0.1765,0,0,
Robert Frozena,Marquette,BE,14,1.8,107.9,17.5,31.3,40.4,9,13.1,6.7,0,3,4,0.75,1,6,0.167,1,2,0.5,0,2.3,50,Sr,6-1,45,0.118814,101.624,4.6,2011,526,all,,,1,3,0,3,0.3333,0,0,0,
Larry Jackson,Florida A&M,MEAC,28,64.1,90,18.3,46.1,49.2,8.1,12.9,4.3,22,65,119,0.546,70,153,0.458,1,2,0.5,1.2,1.1,76.8,Sr,6-6,32,0.00082731,83.1956,4.8,2011,529,all,,0.26001008,54,73,16,80,0.7397,0.2,7,7,1
Jeff Allen,Virginia Tech,ACC,34,79.8,99.7,25.2,50.8,53.8,10.4,16.3,12.3,21.7,93,141,0.66,173,321,0.539,5,34,0.147,2.6,2.4,39.7,Sr,6-7,0,2.83969,108.606,4.3,2011,539,all,,0.60605124,119,186,54,135,0.6398,0.4,24,27,0.8889
Xavier Silas,Northern Illinois,MAC,25,69,103,33.5,51.2,58.8,2.9,9.1,15.4,21.5,165,195,0.846,121,254,0.476,46,117,0.393,0.9,2.2,52.6,Sr,6-5,13,3.93673,118.367,3.4,2011,542,all,54.4,0.46534653,42,70,79,184,0.6,0.4293,6,6,1
Steve McNees,Akron,MAC,35,78,101.5,16.4,45.7,48.7,0.6,6.5,17,13.5,53,78,0.679,27,69,0.391,67,210,0.319,0.4,1.4,28,Sr,6-2,4,1.28346,94.8697,2.3,2011,543,all,,2.3903022,22,52,5,17,0.4231,0.2941,0,0,
Johnny Mayhane,Tulane,CUSA,27,54.8,99.8,16.1,51.6,53.6,1.2,6.6,8.5,18.3,17,21,0.81,16,52,0.308,44,107,0.411,0.6,1,13.2,Sr,6-5,23,0.763725,93.1831,2.7,2011,549,all,61.4,0.82757658,9,18,7,34,0.5,0.2059,0,0,
Trevor Welcher,Delaware St.,MEAC,27,39.4,105.7,15.7,44.6,49.3,3.7,5.1,13.3,10.4,25,35,0.714,34,72,0.472,5,21,0.238,0,4.3,37.6,Sr,5-11,1,0.741127,96.1693,2.7,2011,615,all,,2.45459008,21,37,13,35,0.5676,0.3714,2,2,1
Delroy James,Rhode Island,A10,34,85,99.8,30.7,47,51.7,8.8,12.4,18.5,19.3,137,186,0.737,181,360,0.503,32,127,0.252,3.7,2.8,38.2,Sr,6-8,21,3.48137,112.614,3.4,2011,634,all,76,0.79130203,139,213,42,147,0.6526,0.2857,22,25,0.88
Andrew Jones III,Penn St.,B10,34,75.8,103.2,13.5,53.5,54.4,9.3,9.6,4.2,20.7,34,60,0.567,85,159,0.535,0,0,0,0.6,0.8,37.7,Sr,6-10,22,1.72158,99.5477,3.5,2011,638,all,29.6,0.48833716,59,89,26,70,0.6629,0.3714,14,15,0.9333
Mike Bardo,Akron,MAC,35,27.9,100.6,8.9,54.3,50.6,9.8,8.8,3.2,21.9,8,22,0.364,19,35,0.543,0,0,0,2.1,1.1,62.9,Sr,6-10,54,0.0561137,84.6136,6.4,2011,657,all,,0.53850296,17,31,2,4,0.5484,0.5,0,0,
Justin Knox,North Carolina,ACC,37,36,97,17,52.5,55.7,7.9,8.5,4.2,25.2,43,67,0.642,63,120,0.525,0,0,0,2.2,0.8,55.8,Sr,6-9,25,0.680638,96.7865,5.2,2011,658,all,81.6,0.30957625,28,35,35,85,0.8,0.4118,13,14,0.9286
Trevor Gaskins,Mississippi,SEC,30,42.3,100.4,19.8,47.3,49.5,5.6,10.1,19,22.7,23,33,0.697,33,82,0.402,30,83,0.361,0.4,2.8,20,Jr,6-2,23,1.29027,102.502,4.2,2011,661,all,28.6,1.36360434,17,29,18,55,0.5862,0.3273,0,0,
Bryan Beasley,Rice,CUSA,27,36.7,81.8,10.7,41.3,41.2,2.2,5.9,18.3,32.3,7,18,0.389,7,25,0.28,8,21,0.381,1.2,3.1,39.1,Sr,6-0,12,-0.741412,70.2157,3.2,2011,670,all,66,1.72005616,6,15,1,10,0.4,0.1,0,0,
Mark Payne,UC Davis,BW,25,75.2,119.6,23,54.9,62.4,4.3,7.9,22.9,14.5,129,156,0.827,110,191,0.576,16,53,0.302,0.7,1.9,63.9,Sr,6-8,11,4.40746,120.251,1.7,2011,683,all,,1.83673469,67,93,42,97,0.7204,0.433,11,12,0.9167
Lucas O'Rear,Northern Iowa,MVC,22,43.4,109.6,18.1,54.8,57.2,10,8.9,12.6,18.6,37,59,0.627,57,102,0.559,0,2,0,0.9,2.6,56.7,Sr,6-6,32,2.17341,107.234,4.5,2011,692,all,,1.06895767,42,58,15,44,0.7241,0.3409,5,5,1
Shemik Thompson,Central Connecticut,NEC,31,81.7,99.7,24.8,42.2,46.8,5.4,8,33.3,20,82,110,0.745,107,258,0.415,29,99,0.293,0.6,3.4,30.8,Sr,6-0,11,2.09514,101.491,2.8,2011,694,all,,1.89535722,56,102,51,156,0.549,0.3269,1,1,1
