0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Shane Hammink,Valparaiso,Horz,32,78.2,111,23.2,56,61.2,3.2,10,16.1,19.9,116,142,0.817,120,204,0.588,41,120,0.342,1.1,1.8,43.8,Sr,6-7,11,3.00138,114.415,2.4,2017,24313,all,,0.96425064,107,155,13,49,0.6903,0.2653,30,35,0.8571
Corban Collins,Alabama,SEC,32,50.6,103,17.6,46.5,49.2,1.5,7.8,13.9,14.4,39,60,0.65,25,70,0.357,45,129,0.349,0,1.5,30.2,Sr,6-2,3,1.3554,104.904,3.3,2017,24315,all,54.8,1.56672,8,26,17,44,0.3077,0.3864,0,0,
"Brian Greene, Jr.",Chicago St.,WAC,22,30.5,82.9,14.4,40,43.3,2.5,7.8,12.3,22.1,12,17,0.706,15,45,0.333,10,30,0.333,1.4,1.8,22.7,Sr,6-3,35,-0.540957,77.3704,3.1,2017,24346,all,55.8,1.39130435,12,24,3,21,0.5,0.1429,0,0,
Marc-Eddy Norelia,Florida Gulf Coast,ASun,23,39.8,112.3,21.1,54.6,56.6,8.6,17.5,9.8,14.4,41,65,0.631,82,149,0.55,1,4,0.25,3.2,1.4,42.5,Sr,6-8,25,1.61652,108.546,3,2017,24409,all,,1.07698698,68,98,14,51,0.6939,0.2745,14,15,0.9333
Kajon Mack,Tennessee Tech,OVC,30,76.4,109.4,20.9,52,56.2,5.3,13.2,20,16.9,84,113,0.743,90,181,0.497,36,96,0.375,1.8,2.5,40.8,Sr,6-3,10,2.25258,107.906,3.3,2017,24412,all,,1.5,57,103,33,76,0.5534,0.4342,6,6,1
Matt Smith,Cal St. Bakersfield,WAC,32,61.6,100.4,21.9,51.3,54.3,11.4,13.8,4.9,19.3,82,132,0.621,120,234,0.513,0,0,0,4.1,1.9,56.4,Sr,6-6,0,1.4482,103.616,5.8,2017,24433,all,,0.30644365,98,159,22,75,0.6164,0.2933,18,19,0.9474
RaShid Gaston,Xavier,BE,38,45.2,113.2,20.8,59,58.8,15.8,22.5,7,16.7,50,91,0.549,115,195,0.59,0,0,0,3.2,0.5,46.7,Sr,6-9,35,2.1324,120.855,5.1,2017,24478,all,,0.56103439,86,134,27,57,0.6418,0.4737,17,19,0.8947
Avry Holmes,Clemson,ACC,33,66.9,121.5,16.9,55.4,59.5,2.1,8.4,9.2,10.6,66,81,0.815,34,92,0.37,69,156,0.442,0.1,2.3,32.7,Sr,6-2,12,3.41173,123.589,1.8,2017,24488,all,,1.62955268,19,39,15,51,0.4872,0.2941,1,1,1
Hans Brase,Princeton,Ivy,4,6.2,110.4,22.6,61.4,64,5,15.5,17.6,22.8,3,3,1,6,12,0.5,5,10,0.5,0,0,13.6,Sr,6-9,30,1.76274,115.163,5.6,2017,24504,all,,1.16666667,6,10,0,2,0.6,0,0,0,
Terry Brutus,Samford,SC,27,19.4,81.8,17.5,39.7,47.4,5,18.4,4.6,27.6,22,29,0.759,23,53,0.434,0,5,0,1.2,1.9,50,Jr,6-6,25,-0.337535,77.2933,6.1,2017,24526,all,66.4,0.4615213,20,34,3,19,0.5882,0.1579,4,4,1
Aaron Anderson,Oral Roberts,Sum,24,62.8,111.9,16.8,53.9,61,6.1,15.4,21.3,23.6,60,72,0.833,47,89,0.528,15,40,0.375,0.4,1.7,55.8,Sr,6-3,13,2.06056,107.055,3.7,2017,24561,all,,1.75467255,33,59,14,30,0.5593,0.4667,0,0,
Mike LaTulip,Wright St.,Horz,30,65.5,109.6,11.9,51,55,0.7,11.8,10.3,14.8,35,43,0.814,15,37,0.405,43,119,0.361,0.3,2.2,27.6,Sr,6-1,5,1.1019,98.9891,2.8,2017,24627,all,,1.91987713,12,24,3,13,0.5,0.2308,0,0,
Uche Ofoegbu,UNLV,MWC,31,61.7,95.9,16.2,44.9,49,4.2,10.8,12.1,18.3,44,60,0.733,47,111,0.423,27,84,0.321,0,2.6,30.8,Sr,6-4,2,0.566651,93.2918,3.1,2017,24635,all,37.8,1.11905816,34,69,13,42,0.4928,0.3095,2,2,1
Atif Russell,Houston Baptist,Slnd,22,35.4,103,25.6,55.2,56.5,8.1,15.1,16.3,21.7,40,68,0.588,55,95,0.579,13,40,0.325,0.8,2.2,50.4,Sr,6-5,11,1.29598,108.45,4.1,2017,24645,all,,0.78568776,45,66,10,29,0.6818,0.3448,3,5,0.6
Alex Murphy,Northeastern,CAA,29,75.2,103.8,22.8,57.3,57.1,4.9,16.3,12.5,17.6,54,102,0.529,104,181,0.575,48,126,0.381,2.1,1.3,33.2,Sr,6-8,0,2.27888,107.133,2.8,2017,24660,all,93,0.82812996,91,142,11,33,0.6408,0.3333,14,16,0.875
L.J. Rose,BYU,WCC,25,47.9,105.2,14.6,42.2,49.9,2.5,15,28.7,23.2,40,47,0.851,25,60,0.417,16,56,0.286,0.3,1.8,40.5,Sr,6-3,5,1.18955,100.085,2.1,2017,24713,all,83.6,2.78571429,9,23,16,37,0.3913,0.4324,0,0,
Blake Hibbitts,Central Michigan,MAC,30,16.4,115.8,9.7,53.9,53.9,3,8.1,4.1,8.1,3,6,0.5,1,2,0.5,13,36,0.361,0.9,0.5,15.8,Sr,6-7,32,0.350352,102.2,2.8,2017,24771,all,,1.66632231,1,2,0,0,0.5,,0,0,
Xavier Johnson,Colorado,P12,31,65.6,113.8,24,54.7,57.6,6.9,17.1,8.1,12.4,101,150,0.673,121,227,0.533,39,101,0.386,1.4,1.1,45.7,Sr,6-7,11,3.42397,122.076,3.6,2017,24853,all,85.4,0.7021378,90,140,31,85,0.6429,0.3647,16,19,0.8421
Corvon Butler,Alabama St.,SWAC,20,28,105.7,18.7,47,52.7,8.9,10.3,5.4,16,29,35,0.829,47,85,0.553,0,15,0,1.2,2.2,35,Sr,6-5,2,0.75057,99.6374,4.1,2017,24871,all,,0.44444444,28,48,19,39,0.5833,0.4872,4,4,1
Casey Jones,Chattanooga,SC,27,54.2,105.2,22.1,55.1,57.7,8,14,13.1,22.1,37,48,0.771,88,156,0.564,14,42,0.333,1.7,1.8,24.2,Sr,6-5,24,1.6192,106.894,3.7,2017,24882,all,,0.75471499,45,68,43,89,0.6618,0.4831,9,11,0.8182
Tony Hicks,Louisville,ACC,23,16.9,88.4,23.5,42.6,45.8,1,10.5,14.7,22.4,17,27,0.63,27,61,0.443,5,20,0.25,0.5,2.5,33.3,Sr,6-1,1,0.363403,97.3344,2.8,2017,24935,all,,0.90481928,20,39,7,22,0.5128,0.3182,0,0,
Jerred Kite,Incarnate Word,Slnd,19,17.4,115,7.5,43.8,49.2,7.8,6.4,5.9,12.5,5,7,0.714,7,16,0.438,0,0,0,4.5,0.9,43.8,Sr,6-11,32,0.344764,97.7278,5.9,2017,24957,all,,1.799908,5,10,2,6,0.5,0.3333,0,0,
Daquan Cook,Prairie View A&M,SWAC,14,31.9,86.6,24.4,39.1,44.2,4,5.5,9.9,15.5,32,40,0.8,31,86,0.36,19,66,0.288,0,2.8,26.3,Sr,6-0,25,0.75435,94.5684,2.3,2017,24981,all,51,0.85714286,16,37,15,46,0.4324,0.3261,0,0,
Kellon Thomas,IUPUI,Sum,30,69.8,101.4,19.3,39.6,48.4,1.7,7.4,15.8,15.4,89,98,0.908,55,165,0.333,29,84,0.345,0.1,1.8,39.4,Sr,5-11,5,1.15979,98.8267,3.3,2017,25015,all,,1.84786087,26,69,29,96,0.3768,0.3021,0,0,
Sergej Vucetic,Evansville,MVC,22,19.4,85.4,18.8,46.8,53.9,7.1,15.8,2.4,29.8,23,32,0.719,22,47,0.468,0,0,0,6,0,68.1,Sr,7-1,14,-0.0429692,85.8216,6.6,2017,25078,all,,0.2083,12,22,10,25,0.5455,0.4,2,2,1
Michel Enanga,Coastal Carolina,SB,13,9,90.4,23.7,44.2,46,12.3,16.6,2.9,17.8,12,24,0.5,16,33,0.485,2,10,0.2,1.9,3,55.8,Sr,6-6,12,0.251269,93.9792,7.8,2017,25148,all,,0.200056,13,26,3,7,0.5,0.4286,0,0,
Malik Morgan,Tulane,Amer,31,79.1,98.3,20.9,45.2,50.4,5.8,15,27.7,23.6,75,100,0.75,71,159,0.447,32,104,0.308,1.6,1.8,38,Sr,6-4,13,1.79343,103.115,3.7,2017,25226,all,74.2,1.56319259,43,86,28,72,0.5,0.3889,3,5,0.6
Corey Haith,Tulsa,Amer,15,3.2,88.7,14.1,64.3,64.3,0,11.2,15.5,40.9,0,0,0,0,0,0,3,7,0.429,0,2.9,0,Sr,5-11,2,-0.0222022,84.5959,7.8,2017,25336,all,,0.74990626,0,0,0,0,,,0,0,
Tyler Flack,South Dakota,Sum,25,52.4,114.5,25.1,54.4,58.3,9.5,18.2,7.2,11.6,74,95,0.779,135,234,0.577,12,47,0.255,6.4,1.5,33.8,Sr,6-7,23,2.93513,118.393,4,2017,25396,all,,0.58333333,63,87,72,147,0.7241,0.4898,20,21,0.9524
Chazz Patterson,Saint Peter's,MAAC,36,68.3,102.8,12.3,48.6,54.4,1.8,14,12.5,21.3,46,57,0.807,21,51,0.412,32,91,0.352,1.1,3.7,40.1,Sr,6-3,20,0.411421,91.2581,1.9,2017,25417,all,,1.56097989,18,37,3,14,0.4865,0.2143,2,4,0.5
Jordyn Martin,Northern Arizona,BSky,31,75.6,107.2,22.5,54,56.6,12.5,20.1,9.6,17.9,78,114,0.684,156,296,0.527,9,18,0.5,0.9,1.3,36.3,Sr,6-7,34,2.1234,107.116,4,2017,25436,all,,0.55882353,101,163,55,133,0.6196,0.4135,0,0,
Darius Graham,UC Davis,BW,34,73.1,97.9,15.5,48.8,52.3,1.3,6.1,21.1,24.3,41,53,0.774,41,99,0.414,41,111,0.369,0.1,1,25.2,Sr,5-10,2,0.474874,91.5807,2.7,2017,25459,all,,1.6865832,23,41,18,58,0.561,0.3103,0,0,
Pancake Thomas,Western Kentucky,CUSA,32,86.9,112.2,19.7,52.2,55.3,2.4,8.6,15.6,11.2,68,87,0.782,73,167,0.437,76,191,0.398,0.1,1.5,24.3,Sr,6-4,12,2.82927,110.404,1.7,2017,25568,all,,1.95238095,22,42,51,125,0.5238,0.408,4,5,0.8
Daniel Dingle,Temple,Amer,32,88,101.4,21.2,49.1,53.1,3.6,10.5,19.1,19.8,88,123,0.715,72,173,0.416,57,148,0.385,1.9,1.6,38.3,Sr,6-7,4,2.48827,107.134,2.5,2017,25684,all,75,1.37036305,42,76,30,97,0.5526,0.3093,3,4,0.75
Brian Pegg,Stetson,ASun,19,32.4,90.1,19.7,53.1,51.7,7.3,17.1,6.4,22.2,19,44,0.432,52,98,0.531,0,0,0,1.5,1.3,44.9,Sr,6-7,41,-0.029182,86.5179,4.8,2017,25692,all,,0.4687623,39,66,13,32,0.5909,0.4063,0,0,
Malcolm Bernard,Xavier,BE,38,69.8,102.9,13.6,53.2,54.4,5.2,11.9,9.6,22.6,36,61,0.59,38,84,0.452,46,117,0.393,1.3,2.1,30.3,Sr,6-6,11,1.36152,100.95,3.9,2017,25698,all,,1.03569247,31,61,6,21,0.5082,0.2857,6,6,1
John Moran,Drexel,CAA,30,32.1,81.3,15.6,42.6,44.9,2.4,5.9,11.5,29,13,21,0.619,0,11,0,25,77,0.325,0.3,1.5,23.9,Sr,6-3,30,-0.573873,74.6596,4.3,2017,25717,all,,0.82860939,0,8,0,3,0,0,0,0,
Kendrick Ray,Kennesaw St.,ASun,29,81.5,107.8,29.3,53.3,55.7,3.2,9.1,19.7,15.2,76,96,0.792,145,298,0.487,83,208,0.399,0.9,1.2,19,Sr,6-2,0,3.32832,115.382,2.8,2017,25731,all,,1.19752,83,144,62,154,0.5764,0.4026,12,12,1
Evans Ganapamo,Prairie View A&M,SWAC,4,0.8,46.3,32.1,25,25,0,24.4,0,18.1,0,0,0,0,3,0,1,3,0.333,0,0,0,Sr,6-5,13,-0.196167,64.3278,8,2017,25764,all,,0,0,0,0,3,,0,0,0,
Katin Reinhardt,Marquette,BE,29,58.3,110.6,20.8,51.4,55.2,3.5,9,14.1,14.1,48,54,0.889,47,106,0.443,57,152,0.375,0.4,1.4,20.9,Sr,6-6,22,2.80858,118.306,2.2,2017,25824,all,92.4,1.56409875,19,37,28,69,0.5135,0.4058,2,2,1
C.J. Gettys,Rutgers,B10,32,55.3,104.7,19.2,53.7,56.1,9.2,16.3,11.5,22.2,41,60,0.683,101,188,0.537,0,0,0,4,1.1,31.9,Jr,7-0,34,1.61526,107.937,4.5,2017,25960,all,,0.74996827,73,112,28,75,0.6518,0.3733,3,4,0.75
Jon McKeeman,Purdue,B10,16,2,75.8,11.9,50,50,4.5,0,0,34.4,0,0,0,1,3,0.333,1,2,0.5,0,4.1,0,Sr,6-1,2,-0.118098,67.4927,2.9,2017,26023,all,,0,1,1,0,2,1,0,0,0,
Stetson Billings,Little Rock,SB,19,29.6,104.1,14,46.5,51.2,2.7,12.3,13.7,17.1,15,17,0.882,15,40,0.375,12,31,0.387,1.8,2,23.9,Sr,6-5,15,0.544103,95.2735,4.5,2017,26070,all,,1.78583062,6,18,9,22,0.3333,0.4091,1,1,1
Terry Henderson,North Carolina St.,ACC,32,76.6,113.9,19.5,55.7,59.5,2.6,8.3,9.4,14.6,90,117,0.769,58,111,0.523,78,203,0.384,1.8,1.2,37.3,Sr,6-5,3,3.40378,118.761,3.1,2017,26136,all,61.6,1,34,50,24,59,0.68,0.4068,8,10,0.8
Amadou Sidibe,Fairfield,MAAC,29,52.8,107.3,20.4,57.9,58.3,13.1,30.9,11.3,20.3,42,73,0.575,99,171,0.579,0,0,0,1.8,1.2,42.7,Sr,6-8,21,1.49595,105.916,5.3,2017,26185,all,,0.7754631,76,121,23,50,0.6281,0.46,6,6,1
Spike Albrecht,Purdue,B10,28,24.7,115.8,9.7,34.1,46,4,9.4,15.6,15.2,18,19,0.947,5,15,0.333,6,26,0.231,0.3,1.8,46.3,Sr,6-0,55,0.994344,109.926,2.9,2017,26205,all,56,4.00031114,1,4,4,11,0.25,0.3636,0,0,
Justin Tuoyo,Chattanooga,SC,29,74.2,122.6,21.1,65.7,66.7,10.4,17.7,7.5,16,99,149,0.664,141,215,0.656,8,18,0.444,10.4,1.4,63.9,Sr,6-10,5,3.67056,122.476,3.8,2017,26219,all,63.4,0.6111143,127,174,14,40,0.7299,0.35,47,49,0.9592
Willie Clayton,Georgia St.,SB,31,51.8,96.6,18.2,63.9,56.5,16.1,21.6,4,26.3,22,75,0.293,78,122,0.639,0,0,0,3.9,1.1,61.5,Sr,6-8,21,0.475383,93.5304,5.9,2017,26278,all,64.2,0.27583068,74,112,4,10,0.6607,0.4,3,4,0.75
Zach LeDay,Virginia Tech,ACC,33,72.9,117.2,26.8,55.4,61.4,11,18.5,8.6,13.4,166,215,0.772,172,300,0.573,11,40,0.275,3.5,1.1,63.2,Sr,6-7,32,4.41068,130.249,3.7,2017,26279,all,56.6,0.65572085,142,223,30,78,0.6368,0.3846,38,41,0.9268
Tevin Prescott,Winthrop,BSth,31,46.2,114,12.6,56.8,58,6.9,10.2,2.8,12.9,26,42,0.619,63,111,0.568,0,0,0,2.5,2.1,37.8,Sr,6-5,31,0.968893,101.758,5.4,2017,26336,all,,0.52622438,41,64,22,47,0.6406,0.4681,21,23,0.913
"Phil Forte, III",Oklahoma St.,B12,32,78,130.7,16.1,56.8,61.8,2.6,7.1,8.3,11.3,80,84,0.952,50,110,0.455,83,197,0.421,0.2,2,27.4,Sr,5-11,13,5.1595,134.616,2,2017,26442,all,49.8,1.4848,24,41,26,69,0.5854,0.3768,0,0,
Devon Carter,Lehigh,Pat,18,6.7,98.4,11.1,50,53.1,0,2.7,2.1,12.2,3,4,0.75,5,8,0.625,2,8,0.25,0,2.7,25,Sr,6-4,4,-0.012181,86.1884,3.8,2017,26454,all,,0.33312223,3,4,2,4,0.75,0.5,0,0,
Justin Alston,Boston University,Pat,31,59.8,111.2,23.7,55.9,59.4,9.5,19.6,6.9,15.3,77,103,0.748,152,271,0.561,0,1,0,3.6,1,37.9,Sr,6-8,32,2.35982,114.991,4.7,2017,26498,all,,0.44896493,113,177,39,93,0.6384,0.4194,30,33,0.9091
Tahjere McCall,Tennessee St.,OVC,25,72.2,97.7,29.1,45.3,50.7,5.2,11.5,34.4,23.1,115,177,0.65,111,239,0.464,9,36,0.25,2.2,5,64.4,Sr,6-5,5,2.33595,107.472,4.1,2017,26525,all,,1.40401451,83,148,28,91,0.5608,0.3077,7,10,0.7
T.J. Cline,Richmond,A10,35,80.9,110.2,30.6,56.8,59,3.2,24.6,38.2,16.9,114,166,0.687,195,318,0.613,48,152,0.316,0.8,1.7,35.3,Sr,6-9,10,4.4802,126.602,3.1,2017,26527,all,,1.91260321,128,194,67,124,0.6598,0.5403,5,5,1
Greg Tucker,Jacksonville St.,OVC,33,76.3,102.7,21.4,45.8,51.9,1.5,6.1,15.6,17.5,93,112,0.83,45,123,0.366,64,185,0.346,0.2,1.2,36.4,Sr,6-2,1,1.66918,102.604,2.6,2017,26536,all,,1.28125342,22,56,23,67,0.3929,0.3433,0,0,
Marshall Wood,Richmond,A10,31,29.6,83.7,16.2,48.6,49.7,3.3,12.8,1.7,20.4,10,16,0.625,15,32,0.469,24,73,0.329,1.3,1.5,15.2,Sr,6-8,24,-0.264451,81.266,4.3,2017,26630,all,57.6,0.16662361,11,15,4,17,0.7333,0.2353,1,1,1
Przemek Karnowski,Gonzaga,WCC,39,57.8,111.4,25.8,58.6,59.2,7.7,18.2,16.1,16.9,79,133,0.594,198,337,0.588,0,1,0,3.9,1.1,39.3,Sr,7-1,24,2.77031,121.498,3.7,2017,26669,all,,1.07142459,116,181,80,154,0.6409,0.5195,10,11,0.9091
Rem Bakamus,Gonzaga,WCC,17,1.9,46.5,11.6,0,11.2,4.3,9.9,9.4,33.3,1,1,1,0,0,0,0,4,0,0,0,25,Sr,6-0,15,-0.305981,35.2495,6.9,2017,26674,all,,1,0,0,0,0,,,0,0,
Shaquille Cleare,Texas,B12,33,53.8,107.3,19,55.5,58,8.2,16.1,5.2,17.2,43,60,0.717,111,199,0.558,0,1,0,2.8,0.7,30,Sr,6-8,32,1.90975,112.521,4.5,2017,26772,all,91.8,0.42504744,52,73,59,124,0.7123,0.4758,3,3,1
Seth Allen,Virginia Tech,ACC,32,69.5,108.8,23.5,62.6,64.7,1.1,8.1,22.9,23.6,73,100,0.73,98,163,0.601,52,118,0.441,0.4,1.6,35.6,Sr,6-1,4,3.03342,117.23,2.6,2017,26775,all,60.6,1.18890667,78,116,20,47,0.6724,0.4255,1,1,1
DaJuan Coleman,Syracuse,ACC,17,19.3,97.7,21.5,54.3,55.4,14,20.7,2.2,23.7,20,35,0.571,38,69,0.551,0,1,0,4,1.6,50,Sr,6-9,32,0.847545,102.609,5.6,2017,26779,all,95.8,0.13046049,20,38,18,31,0.5263,0.5806,4,4,1
Tyrone O'Garro,Fairleigh Dickinson,NEC,14,12.3,92.4,13.7,43.5,48.8,7.3,14.6,6.4,23.3,8,12,0.667,10,21,0.476,0,2,0,2.3,1.2,52.2,Sr,6-6,14,-0.0832317,84.5924,7.6,2017,26851,all,,0.77783333,8,15,2,5,0.5333,0.4,2,2,1
Zach Gordon,Cal Poly,BW,28,41.1,101.2,15,41.7,48.7,13.8,21.9,2.4,18.3,37,58,0.638,30,71,0.423,0,1,0,7.8,1.2,80.6,Sr,6-8,44,0.47243,94.8802,6.9,2017,26884,all,,0.291625,23,42,7,30,0.5476,0.2333,10,11,0.9091
Brett Bisping,Siena,MAAC,34,81.2,107.9,19.3,52.8,56.4,8.9,24.8,9.4,20,80,107,0.748,121,234,0.517,32,86,0.372,1.5,2,33.4,Sr,6-8,31,2.16935,106.139,4,2017,26902,all,,0.71050866,80,137,41,97,0.5839,0.4227,3,4,0.75
Marcus Tyus,Nebraska Omaha,Sum,31,69,114.6,25.5,58.6,63.6,2.4,9.5,12.3,17.9,133,163,0.816,97,190,0.511,71,157,0.452,0.4,2.9,47,Sr,6-1,23,3.14114,119.423,4.2,2017,26909,all,,0.72370526,69,124,28,66,0.5565,0.4242,1,1,1
Derrico Peck,Maryland Eastern Shore,MEAC,32,53.9,110,12.5,66.1,62.2,8.5,12.6,6.5,20.9,20,48,0.417,72,108,0.667,0,1,0,6.7,2.3,44,Sr,6-7,24,0.744202,96.7615,5,2017,27084,all,,0.6486859,68,95,4,13,0.7158,0.3077,29,33,0.8788
Josh Warren,Cornell,Ivy,28,44.6,98.1,19.7,52.4,52.8,10,13.1,14.3,21.6,23,44,0.523,65,123,0.528,0,1,0,2.6,1,35.5,Fr,6-8,22,0.595527,96.5217,4.7,2017,27085,all,,0.97498731,52,94,13,28,0.5532,0.4643,0,1,0
Dajuan Graf,North Carolina Central,MEAC,31,90.9,110.1,21.9,53.4,57.9,1.7,8.2,28.3,21.3,96,123,0.78,129,248,0.52,28,72,0.389,0.1,1.9,38.4,Sr,6-0,10,2.47737,106.579,2.2,2017,27088,all,,1.91397653,75,112,53,134,0.6696,0.3955,0,0,
Junior Lomomba,Western Kentucky,CUSA,32,72,79.5,18.4,39,44.7,0.5,8.7,21.9,31.5,54,78,0.692,45,128,0.352,17,53,0.321,0.1,1.3,43.1,Sr,6-5,5,-1.0434,76.4931,3,2017,27101,all,,1.19779872,22,49,23,79,0.449,0.2911,0,0,
JC Hampton,Texas A&M,SEC,31,62.6,111.7,13.4,53.3,57.6,0.6,7.9,12.6,20,44,56,0.786,17,49,0.347,43,104,0.413,0,1.3,36.6,Sr,6-1,5,1.78392,107.478,3.2,2017,27283,all,,1.60008857,9,18,8,31,0.5,0.2581,0,0,
Brandon Bolden,Southern,SWAC,8,4.1,101.2,21.1,70,68.8,11.3,12.6,8.5,32.7,5,8,0.625,7,10,0.7,0,0,0,6,1.2,80,Sr,6-11,33,0.282294,99.9571,10.4,2017,27291,all,67.4,0.28567755,5,6,2,4,0.8333,0.5,1,1,1
Stephen Domingo,California,P12,31,30.4,78.7,14.5,27.8,30.4,3.6,14.3,8.1,5.9,15,33,0.455,10,35,0.286,13,71,0.183,2.8,1.4,31.1,Sr,6-7,31,-0.552598,75.1204,4.8,2017,27323,all,88.4,3.0005168,8,17,2,17,0.4706,0.1176,4,4,1
Chris Washburn,TCU,B12,34,15.2,101.7,21.8,54,54.6,12.8,13.1,13.1,22,26,49,0.531,27,49,0.551,0,1,0,2.3,3,98,Sr,6-8,33,0.545648,110.019,9.8,2017,27366,all,,0.7391569,20,32,7,18,0.625,0.3889,8,9,0.8889
Michael Ojo,Florida St.,ACC,35,30.4,120.1,19.1,56.4,63.6,14.9,14.4,2.7,18.2,58,72,0.806,57,101,0.564,0,0,0,7.5,1.3,71.3,Sr,7-1,50,1.55081,123.659,6.7,2017,27367,all,,0.25926886,50,79,7,21,0.6329,0.3333,27,37,0.7297
Jarred Jones,Loyola MD,Pat,32,77.2,97.8,27.5,46.5,51.5,5.7,21.2,15.5,19,115,156,0.737,173,371,0.466,6,20,0.3,4,2.5,39.9,Sr,6-6,21,2.12196,106.618,3.5,2017,27413,all,,0.67741821,116,204,57,167,0.5686,0.3413,3,5,0.6
C.J. Cole,Oklahoma,B12,17,3.2,136.1,11.9,57.1,56.2,15.8,10.7,4.6,0,2,4,0.5,4,7,0.571,0,0,0,0,0,57.1,Sr,6-7,25,0.39716,134.537,4.9,2017,27451,all,,,2,3,2,4,0.6667,0.5,0,0,
Jalen Ross,Hartford,AE,29,77.5,98.8,30.3,46,53,0.9,10.4,15.5,15.8,161,195,0.826,104,260,0.4,69,191,0.361,0.1,2.1,43.2,Sr,6-0,3,2.67807,109.294,1.6,2017,27489,all,,0.72616171,34,85,70,175,0.4,0.4,0,0,
A.J. Hess,South Dakota St.,Sum,27,53,113.6,16.3,54.1,57.4,2.4,13.3,4.5,10,38,45,0.844,16,35,0.457,64,172,0.372,1.6,1.1,21.7,Sr,6-7,35,1.99978,109.011,2,2017,27499,all,,0.70831319,12,26,4,9,0.4615,0.4444,0,0,
Grant Verhoeven,Stanford,P12,29,30.1,114.8,14.2,55.2,58.4,9.9,13.5,2.2,13.4,21,29,0.724,35,64,0.547,5,13,0.385,2.4,1.8,37.7,Sr,6-9,30,1.08625,111.971,7.6,2017,27500,all,80.4,0.3847219,24,41,11,23,0.5854,0.4783,2,2,1
