0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Glenn Sanabria,St. Francis NY,NEC,31,78.3,96.3,23.1,45.6,47.3,2.7,8.7,16.9,14.1,50,84,0.595,78,190,0.411,58,172,0.337,1,2.5,23.2,Sr,5-11,10,1.01149,96.2889,2.9,2019,33535,all,,1.50877091,63,132,15,58,0.4773,0.2586,0,0,
Jacquil Taylor,Hofstra,CAA,34,65.8,133.3,14.5,70,70.4,13.7,26.2,4.5,15.9,39,56,0.696,119,170,0.7,0,0,0,7.9,1.2,32.9,Sr,6-10,23,3.41065,123.512,3.9,2019,33566,all,50.4,0.64866143,102,132,18,39,0.7727,0.4615,34,35,0.9714
Tre'Shawn Thurman,Nevada,MWC,34,65.8,119.7,15.7,54.4,58.5,7.2,16.8,11.3,13.2,57,72,0.792,83,133,0.624,19,72,0.264,3.4,2.5,35.1,Sr,6-8,0,2.68109,116.365,4.3,2019,33583,all,,1.72728209,64,90,19,43,0.7111,0.4419,17,19,0.8947
Cheddi Mosely,La Salle,A10,17,16.5,82.7,18.3,37.5,41,3.2,11.2,7.1,17,8,9,0.889,9,22,0.409,10,42,0.238,0.5,3.7,14.1,Sr,6-3,12,-0.194125,82.3514,3.5,2019,33628,all,,0.63637769,4,7,5,15,0.5714,0.3333,0,0,
Dave Bell,Jacksonville,ASun,30,46,97.1,22.4,54.3,55.7,12.4,22.9,4,23,38,63,0.603,94,172,0.547,0,1,0,6.8,1.3,36.4,Jr,6-9,3,0.762518,98.9229,4.8,2019,33635,all,62.4,0.21156923,77,118,17,54,0.6525,0.3148,47,50,0.94
Jeremy Combs,Texas Southern,SWAC,33,76.9,113.5,24.1,60.2,60.8,12.1,18.4,9.8,16.1,158,267,0.592,194,318,0.61,4,14,0.286,1.6,2.7,80.4,Sr,6-7,1,3.18756,116.691,4.1,2019,33642,all,,0.67090514,168,249,26,69,0.6747,0.3768,35,39,0.8974
Dan Dwyer,Hofstra,CAA,34,32.7,135.3,8.6,72.2,72.3,7.7,15.8,5.9,17.9,22,32,0.688,26,36,0.722,0,0,0,4,1,88.9,Sr,6-8,30,1.44426,118.093,5.6,2019,33645,all,,1.41683196,22,30,4,6,0.7333,0.6667,0,0,
Aaren Edmead,North Carolina A&T,MEAC,30,42,78.9,21.4,39.9,45.4,1,6,12.9,27.2,38,54,0.704,22,68,0.324,21,66,0.318,0.7,1.7,40.3,Sr,5-10,1,-0.536678,77.8646,3.1,2019,33654,all,,0.82695385,14,43,8,25,0.3256,0.32,0,0,
Corey Henson,Nevada,MWC,31,28.6,107,11.1,51.5,55.6,1.5,6.1,8.8,18.1,13,14,0.929,11,18,0.611,16,50,0.32,0,2.2,20.6,Sr,6-3,2,0.462956,97.6455,3.9,2019,33655,all,,1.5,8,9,3,9,0.8889,0.3333,0,0,
Antonio Woods,Penn,Ivy,30,84.7,97.8,17.9,48.2,49.1,2.4,12.6,16.3,16.3,34,62,0.548,55,125,0.44,52,151,0.344,0.5,1.4,22.5,Sr,6-1,2,1.19178,96.9908,2.4,2019,33664,all,49.4,1.80773817,50,102,5,23,0.4902,0.2174,0,0,
Nathan Moran,Lipscomb,ASun,31,31.9,96,19.2,45.3,51.4,1.8,7,15.5,22.7,29,30,0.967,8,21,0.381,30,96,0.313,0.3,2.4,25.6,Sr,5-10,5,0.391566,95.5872,2.8,2019,33668,all,,1.26468019,5,11,1,7,0.4545,0.1429,0,0,
Trevor John,Drexel,CAA,31,82.1,123.9,13.9,58,60.1,1.7,7.3,5.5,6.9,30,32,0.938,20,40,0.5,95,240,0.396,0.1,1.2,11.4,Sr,6-3,23,3.03107,113.613,2,2019,33674,all,,1.83342222,11,15,9,25,0.7333,0.36,0,1,0
Aleks Abrams,Miami OH,MAC,29,21.3,82.6,13.3,32.3,35,19,17.8,2.1,30.8,6,13,0.462,10,31,0.323,0,0,0,7.5,0.9,41.9,Sr,6-8,21,-0.334072,76.1404,5.4,2019,33677,all,,0.28565102,10,21,0,10,0.4762,0,0,0,
Terrell Lewis,Eastern Illinois,OVC,2,2,43,23.3,0,16.8,0,8.8,30.9,47.9,2,2,1,0,1,0,0,4,0,0,2.2,40,Sr,5-7,2,-1.81855,46.1958,7.7,2019,33679,all,,1,0,1,0,0,0,,0,0,
Zacarry Douglas,North Carolina Central,MEAC,31,68.8,102.6,17.1,46.7,49.8,7.8,24.6,8.5,16.2,44,63,0.698,68,139,0.489,26,90,0.289,1.9,1.3,27.5,Sr,6-8,1,0.775289,95.1018,3.3,2019,33690,all,,0.95653781,46,77,22,62,0.5974,0.3548,10,13,0.7692
Justin Coleman,Arizona,P12,32,76.4,100,18.4,46.6,51.9,0.8,9.3,23.4,22,67,85,0.788,49,123,0.398,40,111,0.36,0,1.7,36.3,Sr,5-10,12,1.5246,101.31,2.6,2019,33702,all,83.2,1.77943529,34,66,15,57,0.5152,0.2632,0,0,
Hassan Hussein,Southern,SWAC,21,16.1,93.8,18.5,45.2,47.9,6.7,13.7,3.4,15.9,7,8,0.875,27,61,0.443,1,2,0.5,5.5,0.9,12.7,Sr,6-9,10,0.109799,90.3398,5,2019,33721,all,,0.25004583,10,18,17,43,0.5556,0.3953,0,0,
Josh Delaney,Sam Houston St.,Slnd,30,76.6,107.9,21.1,48.2,53.1,1.5,7.8,29.5,19.4,65,76,0.855,42,109,0.385,59,162,0.364,0.1,1.3,28,Sr,6-0,15,2.16895,107.088,2.3,2019,33733,all,,2.20836007,31,71,11,38,0.4366,0.2895,0,0,
Logan Power,South Dakota,Sum,16,14.1,120.9,17.9,55.6,61.4,4.5,9.4,6.7,8.2,14,15,0.933,10,16,0.625,10,29,0.345,0,0.7,33.3,Sr,6-6,33,1.05166,117.559,4.8,2019,33735,all,,1.19978402,6,10,4,6,0.6,0.6667,0,0,
Albert Almanza,Sam Houston St.,Slnd,30,53.7,107.6,14.5,48.5,51.7,3.8,9.8,7.5,11.7,25,29,0.862,26,57,0.456,36,108,0.333,1.3,1.4,17.6,Sr,6-6,0,0.873932,98.5439,5.2,2019,33737,all,,1.34994225,10,21,16,36,0.4762,0.4444,0,0,
Thatch Unruh,Central Arkansas,Slnd,30,80.2,106.4,19.3,53.6,57.6,1.5,10.8,13.7,16.1,75,93,0.806,59,115,0.513,66,180,0.367,0,1.6,31.5,Sr,6-5,25,1.93992,104.333,3,2019,33740,all,,1.18641982,35,57,24,58,0.614,0.4138,0,0,
Connor Kern,The Citadel,SC,26,59.4,106.1,12.6,53.1,56.5,1.8,10.6,4.1,15,25,28,0.893,18,35,0.514,40,112,0.357,0.6,1.3,19,Sr,6-4,12,0.877498,97.1794,2.1,2019,33768,all,,0.7241,16,32,2,3,0.5,0.6667,0,0,
Bryan Alberts,Long Beach St.,BW,31,71.9,99.4,16.5,46.8,48.3,1.8,6.8,5.8,10.7,23,29,0.793,49,129,0.38,64,181,0.354,0.5,1.3,9.4,Sr,6-5,10,0.812601,94.8298,1.8,2019,33821,all,20.4,0.93549074,7,13,42,116,0.5385,0.3621,1,1,1
Josh Perkins,Gonzaga,WCC,35,77.4,119.8,19.9,53.6,57.3,1.8,7.4,29.6,18.2,66,82,0.805,84,159,0.528,48,132,0.364,0.4,2.5,28.2,Sr,6-3,13,3.8443,122.817,2.5,2019,33823,all,86.4,3.12855,57,98,27,61,0.5816,0.4426,2,2,1
Zach McRoberts,Indiana,B10,25,24.5,91.3,5.3,40,40,2.4,14.9,6.6,22.7,0,0,0,4,6,0.667,4,19,0.211,0.3,2.4,0,Sr,6-6,15,-0.349971,79.5312,3.2,2019,33824,all,,2,0,0,4,6,,0.6667,0,0,
Ami Lakoju,UC Santa Barbara,BW,29,14.2,108.5,18.3,58.1,59.3,15.2,15.2,3.4,21.3,16,27,0.593,18,31,0.581,0,0,0,5.9,1.8,87.1,Sr,6-9,14,0.329233,103.038,10,2019,33904,all,,0.30758226,13,16,5,15,0.8125,0.3333,3,3,1
Zoran Talley Jr.,Iowa St.,B12,21,11.2,113.9,12,61.3,61.3,3.1,12.5,10,18.6,0,0,0,19,29,0.655,0,2,0,2.8,1.1,0,Sr,6-7,23,0.605268,110.345,3.1,2019,33918,all,,1.50017501,12,14,7,15,0.8571,0.4667,3,3,1
Shawn Roundtree,Central Michigan,MAC,31,83.4,114.9,21.1,56.4,61.3,0.9,7.2,15.5,17.4,132,170,0.776,79,173,0.457,76,169,0.45,0.2,1.3,49.7,Sr,6-0,2,3.72198,117.67,2.3,2019,33924,all,,1.34614882,45,95,34,78,0.4737,0.4359,0,0,
Jake Toolson,Utah Valley,WAC,33,86.9,121.7,20.2,64.6,68.6,3.6,12.2,12.8,19.2,103,119,0.866,112,183,0.612,64,139,0.46,0.7,0.9,37,Jr,6-5,2,3.94042,120.713,2,2019,33955,all,49,0.96250602,83,116,23,60,0.7155,0.3833,3,3,1
Namon Wright,Colorado,P12,14,17.3,120,18.3,54.6,61.1,3.1,16.2,9.8,13.3,27,32,0.844,16,31,0.516,13,34,0.382,1.4,1.5,49.2,Sr,6-5,13,1.76413,117.226,2.5,2019,33986,all,86,1.199916,10,15,6,16,0.6667,0.375,2,2,1
Jakeenan Gant,Louisiana Lafayette,SB,29,77.3,119,26.1,59,62,10.5,19.6,8.3,13.2,100,127,0.787,187,315,0.594,41,106,0.387,8.4,1.3,30.2,Sr,6-8,23,4.40129,126.421,3.6,2019,33987,all,89.6,0.60939695,147,198,32,104,0.7424,0.3077,51,55,0.9273
Tyree Griffin,Southern Miss,CUSA,29,88.5,106.9,26,49.7,53,1.5,9.1,38.9,17.8,71,97,0.732,98,213,0.46,46,123,0.374,0.3,3.3,28.9,Sr,5-10,55,3.57711,115.947,1.8,2019,33994,all,43.4,2.67812168,53,86,45,126,0.6163,0.3571,0,2,0
Romone Saunders,Wagner,NEC,28,86.8,105.1,27,42.9,51,6.7,18.2,26.5,17.5,138,165,0.836,68,175,0.389,57,183,0.311,1.1,2.6,46.1,Sr,6-3,11,2.81169,110.256,3.4,2019,34001,all,,1.31322514,52,108,15,66,0.4815,0.2273,0,0,
Cameron Jackson,Wofford,SC,32,59.6,116.3,32.8,57.2,58.6,13.8,25.1,24.6,16.6,95,155,0.613,174,305,0.57,8,20,0.4,4.9,3.1,47.7,Sr,6-8,33,3.84627,133.21,5,2019,34006,all,,1.31078844,130,203,44,102,0.6404,0.4314,20,24,0.8333
Stuckey Mosley,James Madison,CAA,31,86.4,105.1,25,49.1,51.1,2.3,11.4,15.4,11.8,56,77,0.727,96,222,0.432,88,242,0.364,0.3,1.9,16.6,Sr,6-3,3,2.51234,107.572,2.6,2019,34046,all,,1.31575291,49,99,47,123,0.4949,0.3821,0,0,
Deshon Taylor,Fresno St.,MWC,27,77.3,114.1,26.4,54.5,59.7,2.2,9.9,27.6,18.1,126,161,0.783,85,172,0.494,65,163,0.399,0.6,2.2,48.1,Sr,6-2,21,4.4831,123.308,3,2019,34073,all,,1.7160289,61,113,24,59,0.5398,0.4068,3,4,0.75
Jabari McGhee,Austin Peay,OVC,29,48.7,112.9,23.4,50.8,53.1,16.8,21.1,8.2,12.5,62,104,0.596,101,199,0.508,0,0,0,3.6,2.7,52.3,Sr,6-7,15,2.04576,115.068,4.8,2019,34096,all,49.8,0.84372363,79,130,22,69,0.6077,0.3188,11,11,1
Sandy Cohen III,Green Bay,Horz,32,86.4,110,24.7,53.2,58.7,1.5,18.7,24.9,17.7,152,196,0.776,127,236,0.538,54,155,0.348,3.3,2.8,50.1,Sr,6-6,1,3.46135,115.686,3,2019,34168,all,85,1.62500443,79,113,47,122,0.6991,0.3852,13,14,0.9286
Shaquille Doorson,Rutgers,B10,32,45.9,107.3,11.8,62.2,57.1,11.7,14.6,2.6,19,15,43,0.349,51,82,0.622,0,0,0,6.7,1,52.4,Sr,7-0,2,1.06191,104.101,4.4,2019,34191,all,21.4,0.36363636,38,58,11,21,0.6552,0.5238,19,22,0.8636
Marques Townes,Loyola Chicago,MVC,33,84.9,104.4,27.4,51.6,55.1,2,17.5,23.8,15.1,93,123,0.756,150,293,0.512,39,111,0.351,0.8,2,30.4,Sr,6-4,5,3.34187,115.364,1.7,2019,34204,all,,1.63159307,98,168,52,125,0.5833,0.416,2,2,1
Lloyd Burgess,UNC Greensboro,SC,7,1,0,7.4,0,0,0,9.3,0,60.1,0,0,0,0,1,0,0,0,0,0,0,0,Sr,6-11,25,-0.662237,-15.75,3.1,2019,34208,all,8.2,1,,,,,,,,,
Schadrac Casimir,Florida Gulf Coast,ASun,30,77.4,117.3,20.2,61.8,66.7,2,7.9,15.4,19.3,96,111,0.865,56,116,0.483,71,147,0.483,0,1.8,42.2,Sr,5-10,11,3.38026,118.471,1.8,2019,34233,all,,1.13430127,47,80,9,36,0.5875,0.25,0,0,
Nyaires Redding,Wyoming,MWC,9,20.7,98.6,14,40.5,52,1.4,7.5,13.7,17.3,23,27,0.852,11,24,0.458,4,18,0.222,0.4,1.1,64.3,Sr,6-2,3,0.337948,90.4107,3.6,2019,34234,all,,1.54549174,8,14,3,10,0.5714,0.3,0,0,
Christen Cunningham,Louisville,ACC,33,75.1,114.2,18.5,52.8,58.2,0.8,6.7,30,19.8,87,111,0.784,80,148,0.541,29,86,0.337,0.2,1,47.4,Sr,6-2,1,3.67536,120.821,1.7,2019,34238,all,,2.46154237,55,84,25,64,0.6548,0.3906,0,0,
Detrick Mostella,Jacksonville St.,OVC,26,44.1,102.3,21.5,45.9,50.3,1.8,9.9,13.1,16,41,48,0.854,34,76,0.447,40,129,0.31,0.6,1.9,23.4,Sr,6-1,2,1.1125,102.024,3.2,2019,34248,all,79.4,1.25005625,21,41,15,40,0.5122,0.375,2,2,1
Noah Robotham,UNLV,MWC,31,79.8,109.6,17.5,48.8,51.5,1.8,4.7,28.3,20.3,41,56,0.732,35,80,0.438,59,173,0.341,0.2,2.1,22.1,Sr,6-1,5,2.27359,107.419,1.8,2019,34346,all,25.4,2.49184327,23,35,12,45,0.6571,0.2667,0,0,
Javon Bess,Saint Louis,A10,36,91.7,112.5,19.8,46.9,52.7,3.2,17.8,10.5,10.4,139,176,0.79,106,234,0.453,66,203,0.325,0.7,2.3,40.3,Sr,6-6,3,3.52587,114.704,2.5,2019,34347,all,70.2,1.39129754,41,64,65,170,0.6406,0.3824,5,7,0.7143
Kenny Goins,Michigan St.,B10,36,74.6,111.8,15.6,53.1,55.1,9.1,22.2,12.7,19.8,35,48,0.729,51,100,0.51,52,143,0.364,4.7,1.2,19.8,Sr,6-7,25,2.97036,115.534,2.8,2019,34376,all,,1.42108255,34,54,17,46,0.6296,0.3696,7,9,0.7778
Aaron Calixte,Oklahoma,B12,33,53.1,92.3,20.1,48.7,51.6,1.1,7.7,18.2,24.3,32,42,0.762,45,98,0.459,34,99,0.343,0,0.9,21.3,Sr,5-11,2,0.959563,99.9856,2.7,2019,34442,all,,1.1499835,29,52,16,46,0.5577,0.3478,1,1,1
Jordan Nobles,Oakland,Horz,10,21.6,117.3,11.2,50.9,51.9,3.1,7.9,15.9,9.1,3,4,0.75,12,23,0.522,10,30,0.333,2.6,1.4,7.5,Sr,6-9,15,1.70227,104.768,4.5,2019,34534,all,,4.99963336,7,7,5,16,1,0.3125,0,0,
Jeremy Jones,Gonzaga,WCC,35,35.4,136,10.3,69.8,72.1,6,18.8,9.1,17.4,30,40,0.75,24,34,0.706,11,24,0.458,1.4,2,69,Sr,6-7,22,1.98807,127.442,3.7,2019,34538,all,,2.06278714,23,33,1,1,0.697,1,4,5,0.8
Clayton Custer,Loyola Chicago,MVC,33,84.1,101.9,20.3,52.8,55.2,1.7,6.1,16.7,17,51,71,0.718,71,142,0.5,58,157,0.369,0.1,2.1,23.7,Sr,6-1,13,1.97662,103.948,2.2,2019,34543,all,72,1.47622646,34,51,37,91,0.6667,0.4066,0,0,
Fallou Ndoye,Santa Clara,WCC,9,8.3,37.8,16,12.5,15.9,6.2,13.8,5.3,36.9,2,6,0.333,2,16,0.125,0,0,0,4.3,0,37.5,Sr,6-11,25,-2.06606,33.9574,6.3,2019,34553,all,33,0.299973,1,7,1,9,0.1429,0.1111,1,1,1
Isaiah Gurley,Texas St.,SB,19,12.3,74.6,13.1,27,31.5,0.7,17.3,7.8,11.2,6,9,0.667,10,22,0.455,0,15,0,0.8,0.7,24.3,Sr,6-3,0,-0.625872,65.4034,3,2019,34559,all,,2,4,7,6,15,0.5714,0.4,0,0,
Max Twyman,Hartford,AE,32,28.3,135.4,8.5,74.4,74.7,3.3,6.6,8.2,17,13,18,0.722,8,14,0.571,14,25,0.56,0.3,1,46.2,Sr,6-5,20,1.28245,119.189,3.4,2019,34591,all,,2.0003667,8,14,0,0,0.5714,,0,0,
Toby Van Ry,UTSA,CUSA,8,1.5,92.1,20.9,40,42,12.1,37.9,10.6,15.4,1,2,0.5,2,3,0.667,0,2,0,6.5,3.2,40,Sr,6-10,41,0.0445734,93.0582,2.4,2019,34640,all,0.8,0.6,2,3,0,0,0.6667,,0,0,
Ed Jones,Alabama St.,SWAC,25,20.7,77.9,19.9,35.8,37,4.3,5.1,3.7,14.5,6,11,0.545,18,51,0.353,9,37,0.243,2.8,1.2,12.5,Sr,6-8,14,-0.373176,75.8813,7.3,2019,34657,all,,0.33325833,10,16,8,35,0.625,0.2286,3,3,1
Jordan Tyson,Georgia St.,SB,33,30.9,100.4,11.8,51.9,55.8,6.2,15.7,1.7,21,25,39,0.641,28,54,0.519,0,0,0,7.8,1.5,72.2,Sr,6-9,50,0.190442,91.4524,7.9,2019,34708,all,,0.22213827,15,32,13,22,0.4688,0.5909,5,8,0.625
Ryan Luther,Arizona,P12,32,61.8,111.1,17.8,54,55.8,8.4,12.1,10,15.3,26,34,0.765,54,105,0.514,45,120,0.375,0.7,2,15.1,Sr,6-9,10,2.15841,112.027,4,2019,34711,all,25.2,1.05405172,35,55,19,50,0.6364,0.38,4,4,1
Brock Stull,Minnesota,B10,33,23,86.4,9.5,48.8,50.1,2.7,11.3,10,33.2,2,2,1,5,18,0.278,10,23,0.435,0.6,1.1,4.9,Sr,6-4,31,-0.224584,80.5947,1.9,2019,34744,all,4.4,1.05554537,2,4,3,13,0.5,0.2308,0,0,
Cane Broome,Cincinnati,Amer,36,54.1,106.9,22.4,45.9,50.6,1.7,7.8,21.1,15.6,67,89,0.753,71,151,0.47,31,105,0.295,0.2,1.8,34.8,Sr,6-0,15,1.97232,113.869,1.9,2019,34746,all,,1.81404889,39,71,31,78,0.5493,0.3974,0,0,
Brandone Francis,Texas Tech,B12,33,58.9,97.3,15.8,45.5,47.4,2,9.5,10.1,14.4,22,32,0.688,33,88,0.375,39,113,0.345,1,1.9,15.9,Sr,6-5,1,0.811869,96.9195,3.6,2019,34747,all,94,1.46661533,24,42,9,46,0.5714,0.1957,1,1,1
Trey Touchet,McNeese St.,Slnd,25,64.2,97.9,12.5,45.3,46.8,0.7,11.4,20.1,19.7,10,14,0.714,28,64,0.438,20,64,0.313,0.3,1.6,10.9,Sr,6-2,14,-0.0755009,86.2322,2.2,2019,34750,all,,2.63643554,26,51,2,13,0.5098,0.1538,0,0,
Terry Winn III,UT Rio Grande Valley,WAC,34,73.5,93.3,23.3,44.3,50.6,2.8,15.3,11.9,17.9,123,168,0.732,146,321,0.455,1,12,0.083,0.7,1.8,50.5,Sr,6-7,3,1.15014,98.2209,2.4,2019,34754,all,,0.700027,71,132,75,189,0.5379,0.3968,2,2,1
Jamuni McNeace,Oklahoma,B12,29,34.3,92.7,18.7,50.4,49.4,7.1,17.6,4.6,16.8,21,50,0.42,60,119,0.504,0,0,0,6.1,0.6,42,Sr,6-10,4,0.629377,98.5836,5.8,2019,34768,all,45.8,0.43997216,36,61,24,57,0.5902,0.4211,9,10,0.9
J.C. Show,Binghamton,AE,31,84.6,102.1,18.1,51.9,53.7,0.9,10.9,7.2,12.3,30,36,0.833,42,107,0.393,81,208,0.389,0.1,1.8,11.4,Sr,6-3,33,1.45578,99.4114,1.8,2019,34787,all,38.8,0.90244688,24,53,18,54,0.4528,0.3333,0,0,
Paschal Chukwu,Syracuse,ACC,33,48.5,121.4,12,72.1,70.5,13.7,16.3,2.3,23.1,46,72,0.639,49,68,0.721,0,0,0,12.2,2.2,105.9,Sr,7-2,13,2.2717,119.673,6,2019,34802,all,86.8,0.25803704,49,62,0,6,0.7903,0,20,20,1
Jordan Reed,New Hampshire,AE,27,80.7,96.3,18.9,47.6,51.8,1.4,10,10.9,15.1,49,57,0.86,40,99,0.404,52,149,0.349,0.1,1.7,23,Sr,6-0,11,0.607511,92.4343,3,2019,34814,all,,0.91112973,24,59,16,40,0.4068,0.4,0,0,
Reginal Johnson,Alcorn St.,SWAC,26,51.2,94.8,27.3,44.4,46.8,8,11.6,9.4,12.5,42,68,0.618,68,151,0.45,29,100,0.29,0.8,1.4,27.1,Sr,6-5,24,1.03702,101.002,2.7,2019,34817,all,,0.81250586,38,76,30,75,0.5,0.4,0,0,
Mike Daum,South Dakota St.,Sum,32,83.7,120.8,32.3,57.4,62.3,8.8,28,11,11.4,186,223,0.834,211,366,0.577,67,177,0.379,3.6,1.2,41.1,Sr,6-9,24,5.38458,133.378,3.5,2019,34839,all,,0.79453913,137,219,69,140,0.6256,0.4929,25,27,0.9259
Davon Bell,Presbyterian,BSth,30,79.6,117.3,21,48.5,55.4,2,13.8,36.6,16.9,104,137,0.759,84,168,0.5,19,64,0.297,0,2.4,59.1,Sr,5-10,5,3.2752,115.61,2.5,2019,34925,all,,3.45896673,66,126,18,42,0.5238,0.4286,0,0,
Ethan Happ,Wisconsin,B10,34,78.6,102.2,34.9,53,52.5,8.4,27.2,35.6,16.9,75,161,0.466,257,480,0.535,0,5,0,4.4,2.2,33.2,Sr,6-10,22,4.62746,128.802,3.2,2019,34930,all,69.8,1.47116516,182,311,75,169,0.5852,0.4438,16,20,0.8
Armani Branch,Norfolk St.,MEAC,30,31.4,98.9,16.7,50.5,53.5,3.7,17.2,10,19.9,19,25,0.76,30,53,0.566,15,51,0.294,3.1,1.7,24,Sr,6-7,5,0.236704,92.0459,4.9,2019,35052,all,,0.92308669,23,37,7,16,0.6216,0.4375,7,9,0.7778
Xavian Stapleton,Florida Atlantic,CUSA,24,44,115.8,25.5,58.5,61.2,5.7,15.9,7.4,12.2,48,60,0.8,56,97,0.577,57,145,0.393,2,2.5,24.8,Sr,6-7,4,2.82123,123.486,5.2,2019,35062,all,,0.52940277,31,46,25,51,0.6739,0.4902,5,6,0.8333
Wil Bathurst,UAB,CUSA,11,3.8,81.6,11.2,41.7,41.8,2.3,9.1,6.7,21.4,2,5,0.4,1,4,0.25,1,2,0.5,2.6,1.2,83.3,Sr,6-3,25,-0.25046,71.098,4,2019,35098,all,,1,0,2,1,2,0,0.5,0,0,
Norense Odiase,Texas Tech,B12,32,41.1,105.6,14.5,56.3,57.7,12.2,23,2.3,21.7,31,52,0.596,49,87,0.563,0,0,0,7.5,1.5,59.8,Sr,6-8,32,1.00655,104.059,5.6,2019,35122,all,28.6,0.24142116,44,60,5,27,0.7333,0.1852,20,20,1
Tarin Smith,Connecticut,Amer,33,68.7,100.4,17.3,45.3,48.3,2.3,10.2,16,16.4,51,81,0.63,84,170,0.494,15,65,0.231,1.4,2.3,34.5,Sr,6-3,2,1.314,100.756,3.1,2019,35130,all,44.6,1.77779407,53,95,31,75,0.5579,0.4133,9,12,0.75
Spencer Rivers,UC Irvine,BW,30,19.1,91.3,9.7,48.6,46.4,0,5.4,11,23,1,6,0.167,12,22,0.545,4,15,0.267,0,1.8,16.2,Sr,6-2,25,-0.294383,77.5906,3.1,2019,35134,all,,1.89987601,6,11,6,11,0.5455,0.5455,0,0,
Jonathan Galloway,UC Irvine,BW,35,60.4,126.6,14.6,60.7,61,12.8,21.5,7.3,11.7,60,102,0.588,88,145,0.607,0,0,0,4.5,0.8,70.3,Sr,6-10,5,2.68597,118.716,3.5,2019,35140,all,,1.3704,74,110,14,33,0.6727,0.4242,18,19,0.9474
