0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Khris Lane,VCU,A10,33,36,103.9,23.4,59.9,60.5,9.7,19.6,8.3,22.4,33,54,0.611,79,129,0.612,12,33,0.364,1.8,1.1,33.3,Sr,6-7,21,1.11498,109.597,3.9,2018,29169,all,,0.44448519,73,110,6,20,0.6636,0.3,4,4,1
Kameron Rooks,San Diego St.,MWC,27,23,116.5,15.2,57.1,56.6,17.1,18.4,4.2,15.2,15,29,0.517,32,56,0.571,0,0,0,7.9,1.2,51.8,Sr,7-1,45,0.925985,111.963,4.8,2018,29217,all,55,0.58329445,20,31,12,25,0.6452,0.48,0,0,
Shannon Evans II,Arizona St.,P12,32,86.6,113.6,22.5,49.4,55.1,1.1,9.2,18.3,11.7,122,143,0.853,61,156,0.391,95,256,0.371,0.9,2.2,34.7,Sr,6-1,11,4.08563,121.239,2.1,2018,29235,all,,2.11314375,47,99,14,57,0.4747,0.2456,1,3,0.3333
Josh Kozinski,Central Michigan,MAC,33,60.2,120.4,11.1,52.5,55.3,1,8.9,3.8,4.6,26,30,0.867,3,7,0.429,61,173,0.353,0.3,1.3,16.7,Sr,6-4,12,1.73939,107.955,2.6,2018,29288,all,,2.25022502,0,0,3,7,,0.4286,0,0,
Sam Burmeister,Incarnate Word,Slnd,22,54.3,96.1,16.5,53.4,55.3,0.2,11.1,8.6,20.8,25,38,0.658,35,73,0.479,24,60,0.4,0,1.3,28.6,Sr,6-4,15,0.268882,90.728,3.8,2018,29297,all,,0.70269131,32,63,3,10,0.5079,0.3,0,0,
Adonis Rwabigwi,UT Rio Grande Valley,WAC,27,19.1,87.5,12.8,38.5,47.8,5.8,15.8,1.5,22.3,20,28,0.714,15,39,0.385,0,0,0,3.8,1.3,71.8,Sr,6-8,32,-0.253452,79.1892,10.4,2018,29304,all,,0.266628,9,17,6,21,0.5294,0.2857,1,1,1
Raekwon Harney,North Carolina Central,MEAC,22,21.2,92.4,18.1,45.5,45.1,1.7,9.7,38.8,30.8,3,8,0.375,16,39,0.41,6,16,0.375,0,3.9,14.5,Sr,5-10,14,-0.203282,82.7297,2.6,2018,29321,all,,2.30776716,12,24,4,15,0.5,0.2667,0,0,
B.J. Glasford,Stetson,ASun,28,66.9,95.1,22.7,48.1,49.6,3.2,13.3,11.5,14.2,30,46,0.652,84,181,0.464,39,115,0.339,1.2,3,15.5,Sr,6-4,3,0.753103,95.5086,3.6,2018,29322,all,,1.09800477,49,97,35,84,0.5052,0.4167,5,5,1
Nigel Johnson,Virginia,ACC,31,37.5,95.3,21.1,44.1,46.3,0.5,11.4,19.1,14.8,23,38,0.605,40,96,0.417,16,49,0.327,0.3,3,26.2,Sr,6-1,23,0.766039,100.833,1.3,2018,29336,all,,2.08331181,25,46,15,50,0.5435,0.3,3,3,1
Marcus Foster,Creighton,BE,32,79.4,110.3,28,57.9,59.5,2.2,10.6,16.5,13.6,65,88,0.739,149,274,0.544,93,224,0.415,0.3,1.8,17.7,Sr,6-3,0,4.13251,124.731,2.2,2018,29338,all,64.6,1.25354404,112,164,37,109,0.6829,0.3394,26,29,0.8966
Tommy Hamilton IV,Texas Tech,B12,37,34.8,93.3,23.3,50.3,51,6.5,17.7,11.5,23.8,18,32,0.563,46,103,0.447,30,78,0.385,1.6,1.5,17.7,Sr,6-11,0,0.716789,102.202,4.8,2018,29344,all,,0.61224798,28,47,18,58,0.5957,0.3103,2,2,1
Austin Ruder,Oral Roberts,Sum,19,54.8,112.1,16.2,50,51.5,0.9,9.5,12.9,11.1,14,17,0.824,14,41,0.341,56,155,0.361,0,1.4,8.7,Sr,6-3,2,2.4634,108.979,2,2018,29382,all,23,2.38103719,6,19,8,22,0.3158,0.3636,0,0,
Reggie Dillard,Presbyterian,BSth,29,85.6,94.4,26.2,49.5,52.4,1.5,10,12.5,18.8,73,103,0.709,96,191,0.503,57,176,0.324,0.9,1.4,28.1,Sr,6-4,14,1.53784,100.358,2.6,2018,29393,all,,0.66666667,57,91,39,100,0.6264,0.39,3,3,1
Brian Dawkins,Elon,CAA,27,62.8,104.4,21.1,55.7,56.1,4.3,16,9.3,12.6,27,47,0.574,97,162,0.599,36,109,0.33,1,0.8,17.3,Sr,6-8,0,1.75978,105.164,3.6,2018,29403,all,,0.94441759,71,115,26,47,0.6174,0.5532,1,1,1
Wesley Myers,South Carolina,SEC,32,54.3,98.8,20.2,45.4,50.2,3.2,9.7,15.8,18.2,65,95,0.684,49,131,0.374,30,76,0.395,0.5,1.7,45.9,Sr,6-1,15,1.25485,104.013,4.3,2018,29415,all,,1.19154613,27,62,22,70,0.4355,0.3143,0,0,
Devin Harris,Jacksonville,ASun,25,76.1,96,23.4,43.4,50.4,3.7,21.8,30.3,23.5,96,130,0.738,95,212,0.448,7,31,0.226,0.6,2.5,53.5,Sr,6-4,3,1.19708,97.0653,2.1,2018,29442,all,,1.62888663,74,137,14,60,0.5401,0.2333,9,10,0.9
Alain Chigha,Quinnipiac,MAAC,29,27.2,83.6,12.3,41,42,6.2,10,4.7,21.9,8,17,0.471,19,39,0.487,4,22,0.182,0.6,4.5,27.9,Sr,6-7,11,-0.661242,72.4152,6.2,2018,29443,all,,0.52934152,15,29,3,9,0.5172,0.3333,0,1,0
Ben Emelogu II,SMU,Amer,33,79.3,114.2,17.1,57.9,59.6,5.5,15.2,10.7,17.7,43,60,0.717,59,131,0.45,63,134,0.47,0.6,2.5,22.6,Sr,6-5,21,2.86854,113.511,3.3,2018,29449,all,17.8,1.09802653,37,61,22,70,0.6066,0.3143,9,10,0.9
Devin Wilson,Virginia Tech,ACC,33,40.4,111.3,11.2,56.1,55,1.9,11.6,16.4,17.9,20,41,0.488,31,49,0.633,4,17,0.235,0.4,1.6,62.1,Sr,6-4,11,0.934578,103.983,4.1,2018,29450,all,17.2,2.94720389,29,44,2,5,0.6591,0.4,0,0,
De'von Barnett,Sacred Heart,NEC,22,34.9,95.7,23.2,52.3,53.4,7.4,18.5,5.9,20.6,24,41,0.585,79,151,0.523,0,0,0,2.2,0.7,27.2,Sr,6-5,5,0.54313,95.6547,5,2018,29455,all,,0.31428751,56,89,23,62,0.6292,0.371,3,3,1
Henry Caruso,Santa Clara,WCC,29,90.4,118.1,17.8,52.9,59.4,8.2,17.3,10.5,12.6,95,114,0.833,84,159,0.528,28,79,0.354,0.6,2.2,47.9,Sr,6-4,21,3.4383,114.849,1.9,2018,29478,all,,1.22720868,61,95,23,64,0.6421,0.3594,3,4,0.75
Ethan Lee,Central Arkansas,Slnd,29,32.7,101,16.1,51,51.9,10.1,14.2,9.3,19.8,22,41,0.537,50,98,0.51,0,0,0,1.9,1.7,41.8,Sr,6-6,2,0.426767,95.3497,5,2018,29494,all,,1,31,47,19,52,0.6596,0.3654,11,13,0.8462
James Currington,Southeastern Louisiana,Slnd,24,39.3,102.6,20.9,52.4,52,14.1,15.6,5.3,14.9,25,53,0.472,77,142,0.542,0,5,0,2.5,3.4,36.1,Sr,6-7,23,0.988791,101.499,4.6,2018,29562,all,,0.42854388,27,47,47,89,0.5745,0.5281,6,6,1
Monty Boykins,Pittsburgh,ACC,20,8.8,60.3,22.2,25.8,32.6,0,9.8,3.7,16.9,11,22,0.5,2,10,0.2,4,21,0.19,0,1.1,71,Sr,6-5,33,-0.413013,66.3898,2.8,2018,29580,all,13.8,0.28571429,2,9,0,1,0.2222,0,0,0,
Graham Woodward,Drake,MVC,33,57.6,98.2,20.2,50,52.9,1.6,8,13.3,16.6,44,59,0.746,36,89,0.404,57,154,0.37,0,1.6,24.3,Sr,6-0,3,1.02239,100.01,3.3,2018,29601,all,24.8,1.17778617,8,20,28,69,0.4,0.4058,0,0,
Geno Thorpe,Syracuse,ACC,6,5.7,89.8,27.1,42.1,44.6,2.7,3.9,17.8,18.7,4,5,0.8,10,24,0.417,4,14,0.286,0,4.4,13.2,Sr,6-3,30,0.431305,96.1278,3.3,2018,29602,all,59.2,0.85711837,7,14,3,10,0.5,0.3,1,1,1
George King,Colorado,P12,32,70.5,107.3,22.5,54.2,57.4,7.2,23.2,8.2,17.9,68,87,0.782,80,162,0.494,62,157,0.395,2.6,1.1,27.3,Sr,6-6,24,2.48055,112.57,3.4,2018,29633,all,,0.5469,48,93,32,69,0.5161,0.4638,5,5,1
Matt Mobley,St. Bonaventure,A10,34,92.5,111.4,22.8,53.6,58.9,1.8,13.2,13.2,16.3,137,159,0.862,82,165,0.497,105,282,0.372,0.4,1.7,35.6,Sr,6-3,2,3.7109,116.013,2.7,2018,29655,all,,1.01219007,51,95,31,70,0.5368,0.4429,9,9,1
Aram Martin,Bryant,NEC,6,6.3,69.8,12.5,45.8,46.8,2.6,9.1,2.3,34.2,2,4,0.5,4,9,0.444,1,3,0.333,8.5,0.7,33.3,Sr,6-10,33,-1.23569,60.4099,7.6,2018,29658,all,,0.1667,4,7,0,2,0.5714,0,0,0,
Leland King II,UC Santa Barbara,BW,30,81.4,114.5,23.7,53.1,55.7,7.2,28.5,11.7,10.2,67,89,0.753,130,264,0.492,50,122,0.41,0.4,1.5,23.1,Sr,6-7,1,3.52118,118.514,2.1,2018,29663,all,,1.52504,57,98,71,157,0.5816,0.4522,4,4,1
Mason Ramsey,Tennessee Tech,OVC,31,69.2,105.5,19.2,50.2,54.1,7.5,8.9,9.7,15.4,64,86,0.744,121,232,0.522,5,24,0.208,1.3,2.1,33.6,Sr,6-6,25,1.46243,102.642,5.3,2018,29700,all,,0.85715248,79,135,42,97,0.5852,0.433,0,0,
Lexus Williams,Boise St.,MWC,31,64.9,110.1,18.9,53.7,58.1,1.6,8.7,15.9,19.4,56,64,0.875,52,113,0.46,48,118,0.407,0.3,1.8,27.7,Sr,6-0,2,2.07233,110.162,3.2,2018,29747,all,,1.41508181,26,56,26,57,0.4643,0.4561,0,0,
John Egbunu,Florida,SEC,1,0.1,95.6,20,0,52.6,108.5,115.1,154,46,1,2,0.5,0,0,0,0,0,0,0,0,0,Sr,6-11,15,-0.00976951,84.6406,40,2018,29758,all,88.2,1,,,,,,,,,
Desmond Ringer,Mercer,SC,32,64.3,113.1,18.6,59.8,64.6,11,17,3.4,22.5,71,86,0.826,110,184,0.598,2,5,0.4,1.7,0.5,45.5,Sr,6-9,0,2.06458,110.302,4.2,2018,29807,all,63.6,0.27586611,92,144,18,39,0.6389,0.4615,2,2,1
Jaylen Shaw,Coastal Carolina,SB,29,77.8,98.9,29.4,44.8,50.9,1.1,10.5,40.2,23.4,114,149,0.765,109,245,0.445,31,102,0.304,0,2.9,42.9,Sr,6-1,5,2.5034,110.487,2.9,2018,29816,all,24.6,1.53571429,61,101,47,139,0.604,0.3381,1,1,1
Richaud Gittens,Seattle,WAC,31,78.8,103,17.9,47,50.9,5.9,12.2,10,16.1,61,83,0.735,66,145,0.455,41,126,0.325,0.6,1.8,30.6,Sr,6-4,10,1.37428,99.9,3.9,2018,29887,all,,0.98182036,45,79,21,64,0.5696,0.3281,6,7,0.8571
Nick Davis,South Alabama,SB,28,57.7,90.4,13.4,50.4,49.4,5.6,19.3,8.2,23,14,35,0.4,37,67,0.552,18,60,0.3,4.1,1.7,27.6,Sr,6-6,21,-0.473264,81.9564,4.8,2018,29934,all,,0.67445755,32,55,3,10,0.5818,0.3,13,20,0.65
JoJo McGlaston,Bradley,MVC,8,12.5,81.6,22.6,37.5,44.1,6.6,14.4,9.1,25,15,22,0.682,12,26,0.462,3,18,0.167,2.4,3.4,50,Sr,6-5,24,-0.17651,84.9126,2,2018,30057,all,,0.58822595,5,8,7,18,0.625,0.3889,3,3,1
Javaris Jenkins,Savannah St.,MEAC,30,54.9,106.4,20.5,49.5,52.4,5.3,12.9,9.2,10.9,40,46,0.87,60,103,0.583,56,188,0.298,2.1,2.2,15.8,Sr,6-6,5,1.31566,104.552,3.6,2018,30061,all,,1.16123039,35,54,25,49,0.6481,0.5102,1,1,1
Calvin Hermanson,Saint Mary's,WCC,36,79.7,123.8,15.6,63.1,64.9,3.3,9.5,6,12.9,48,61,0.787,63,109,0.578,77,174,0.443,1.1,1.5,21.6,Sr,6-6,24,3.51849,118.99,3.1,2018,30075,all,63.4,1.0810469,47,78,16,31,0.6026,0.5161,4,4,1
Malcolm Allen,Northern Arizona,BSky,2,1.5,50.6,20,20,20,0,0,34.7,31.4,0,0,0,1,5,0.2,0,0,0,0,0,0,Sr,6-3,10,-1.10233,52.1587,2.2,2018,30117,all,53.2,1.6667,1,4,0,1,0.25,0,0,0,
Jairus Lyles,UMBC,AE,31,83.3,104.8,30.5,51.1,55.6,2.3,16.3,23.1,16.5,133,168,0.792,145,308,0.471,73,190,0.384,0.7,3.4,33.7,Sr,6-2,10,3.6126,116.796,2.2,2018,30153,all,60.8,1.1359413,95,177,50,131,0.5367,0.3817,3,3,1
Julian Moore,Penn St.,B10,38,29,114.6,10.8,54.2,56.9,8.8,9.8,4.4,16.7,21,33,0.636,32,59,0.542,0,0,0,6.9,1,55.9,Sr,6-10,44,0.825491,107.35,5.1,2018,30196,all,61,0.85722041,29,47,3,12,0.617,0.25,14,15,0.9333
David Onuorah,Connecticut,Amer,30,23.9,75.2,10.9,48,49.6,10.6,12.2,2.3,44,6,11,0.545,12,24,0.5,0,1,0,4.7,0,44,Sr,6-9,34,-0.747556,66.64,8.2,2018,30207,all,,0.1599664,9,13,3,11,0.6923,0.2727,3,4,0.75
Matt Willms,UTEP,CUSA,22,41.4,105.1,20.5,58.6,60.4,9,17.5,7.9,20.8,45,71,0.634,68,114,0.596,0,2,0,6.1,0.7,61.2,Sr,7-1,41,1.4812,106.351,4.5,2018,30230,all,,0.47367147,53,75,14,39,0.7067,0.359,15,15,1
Frank Booker,South Carolina,SEC,32,67,119.5,19.1,57.3,60.8,2.6,12.9,10.6,12.5,79,103,0.767,41,82,0.5,80,199,0.402,1.1,2.5,36.7,Sr,6-3,5,3.45385,124.378,2.8,2018,30361,all,37.2,1.08332569,21,34,20,48,0.6176,0.4167,0,0,
Bobby Word,Cleveland St.,Horz,34,67.7,98.2,18.7,53.5,55.2,1.3,11.6,5.2,15.5,38,54,0.704,32,82,0.39,80,202,0.396,0.9,1.3,19,Sr,6-4,20,0.765423,95.5496,2.9,2018,30398,all,5.4,0.48931417,23,40,9,40,0.575,0.225,1,1,1
Amadi Udenyi,Pepperdine,WCC,28,49.5,75,16.6,31.5,34.8,0.9,8.6,26.8,29.9,17,28,0.607,26,66,0.394,7,50,0.14,0.2,1.5,24.1,Sr,6-1,0,-1.26231,70.9714,2.3,2018,30471,all,,1.82698832,18,36,8,30,0.5,0.2667,0,0,
Jordan Hill,Seattle,WAC,31,83.3,98.1,23.7,48.5,52,1.9,9.6,20.5,21.5,73,96,0.76,70,167,0.419,71,197,0.36,1.1,2,26.4,Sr,6-4,2,1.72895,102.273,3.9,2018,30517,all,29.6,1.1515,33,63,35,104,0.5238,0.3365,1,2,0.5
Keith Frazier,UTEP,CUSA,18,36.8,96.9,23.9,51.2,53.3,1.8,18.6,8.2,14.1,23,31,0.742,31,59,0.525,38,113,0.336,1.9,1.2,18,Sr,6-5,25,1.31532,102.893,2.4,2018,30626,all,94.6,0.62498516,17,28,14,32,0.6071,0.4375,6,8,0.75
Collin Hartman,Indiana,B10,23,28.2,105.8,16,45.3,47.3,6.2,14.3,12,11.4,11,16,0.688,19,29,0.655,16,66,0.242,1.3,1.5,16.8,Sr,6-7,30,1.00688,106.37,5,2018,30633,all,55.2,2.09073803,17,20,2,9,0.85,0.2222,0,0,
Chris Jenkins,NJIT,ASun,11,8.5,107.5,13,48.2,48.2,1.1,6.3,5.7,4.5,0,0,0,0,3,0,9,25,0.36,0,1.8,0,Sr,6-4,3,0.255066,95.8786,3.3,2018,30646,all,45,1.24991875,0,1,0,2,0,0,0,0,
Jamall Robinson,LIU Brooklyn,NEC,34,43.2,101.6,11.1,46.9,47.1,3.3,8.5,4.1,10.1,3,6,0.5,15,34,0.441,31,97,0.32,0.8,1.8,4.6,Sr,6-6,13,-0.031553,86.9307,3.5,2018,30651,all,,1.46176629,5,10,9,23,0.5,0.3913,0,0,
Manu Lecomte,Baylor,B12,33,84.2,116,22.9,51.5,57.3,0.8,6.3,20.4,16.1,121,136,0.89,71,164,0.433,91,239,0.381,0,1.1,33.7,Sr,5-11,20,4.39192,124.7,2.1,2018,30718,all,34.2,1.71833604,32,58,39,106,0.5517,0.3679,0,0,
Kendell Ramlal,UTSA,CUSA,28,20,100.1,14.3,55.3,56.6,9.7,19.2,2.1,23.8,12,20,0.6,26,47,0.553,0,0,0,10.3,1.7,42.6,Sr,6-8,31,0.187863,93.3597,5.6,2018,30763,all,0.2,0.15793767,14,22,10,23,0.6364,0.4348,5,5,1
Perrion Callandret,Idaho,BSky,25,57.9,102.6,21.7,54.5,56.1,2.2,13.4,21.3,23.9,32,48,0.667,53,113,0.469,37,86,0.43,1.3,1.9,24.1,Sr,6-2,1,1.47128,103.199,2.4,2018,30866,all,,1.30159002,31,59,21,52,0.5254,0.4038,11,13,0.8462
Reggie Theus Jr.,Cal St. Northridge,BW,28,58.1,85.8,18.6,42.8,43.8,5.7,5.9,5.2,14.6,19,37,0.514,73,178,0.41,5,10,0.5,1.2,0.9,19.7,Sr,6-6,24,-0.340502,83.2755,4.1,2018,30932,all,31.2,0.58066389,41,70,32,107,0.5857,0.2991,2,2,1
Justin Cousin,Radford,BSth,33,23.7,83.6,15.1,39.8,41.5,1.5,9.7,4.9,17.8,6,8,0.75,3,16,0.188,20,67,0.299,0.4,0.6,9.6,Sr,6-0,14,-0.394365,75.9784,3.4,2018,30947,all,,0.9285,2,8,1,6,0.25,0.1667,0,0,
Frank Bartley,Louisiana Lafayette,SB,32,77.6,117.6,23.6,53.5,59.4,2.3,10.7,12.5,14.3,140,163,0.859,87,179,0.486,86,225,0.382,0.3,2.5,40.3,Sr,6-3,4,3.67624,121.487,2.5,2018,30964,all,,1.03174271,66,120,21,59,0.55,0.3559,5,7,0.7143
Luke Worthington,BYU,WCC,35,36.5,102,17.6,47.9,50.7,9.2,14.5,5.8,12.9,35,59,0.593,57,119,0.479,0,0,0,1.6,1.5,49.6,Jr,6-10,41,0.585971,98.9347,6,2018,30969,all,49,0.799965,27,49,30,70,0.551,0.4286,0,0,
Jacoby Armstrong,New Hampshire,AE,27,47.5,99.9,18.7,45.4,50.6,7.7,14.7,13.9,19.4,39,53,0.736,46,96,0.479,9,35,0.257,1.8,0.5,40.5,Sr,6-7,3,0.640773,96.5047,6.6,2018,31024,all,,1.06063802,28,45,16,45,0.6222,0.3556,4,5,0.8
Marcus Jackson,UC Santa Barbara,BW,27,76.3,102.4,16,50.7,51.9,0.4,7.5,20.9,20.5,27,45,0.6,38,84,0.452,43,118,0.364,0.8,1.4,22.3,Sr,6-3,55,1.05902,96.4308,1.7,2018,31025,all,,2.17311938,17,31,21,52,0.5484,0.4038,3,3,1
Sean Obi,Maryland,B10,20,9.8,108.9,14.3,57.9,61.1,13.1,22.5,3,24.1,7,10,0.7,11,19,0.579,0,0,0,1.8,1,52.6,Sr,6-9,0,0.416987,107.156,7.9,2018,31029,all,,0.28562856,11,18,0,1,0.6111,0,1,1,1
Dontel Highsmith,Cleveland St.,Horz,25,35.6,87.9,17,43.2,46.4,3.6,9.5,11,19.7,19,26,0.731,40,84,0.476,7,33,0.212,0.5,2.1,22.2,Sr,6-2,3,-0.310851,82.8576,3.2,2018,31053,all,,0.96671867,34,64,6,20,0.5313,0.3,0,0,
Anders Broman,Winthrop,BSth,28,80.4,117.2,16.3,53.2,58.1,1.1,8.8,10.7,10.3,67,78,0.859,34,72,0.472,65,175,0.371,0.5,1.9,31.6,Sr,6-2,10,2.53257,110.162,2.8,2018,31136,all,9.2,2.14810563,21,37,13,35,0.5676,0.3714,0,0,
Junior Etou,Tulsa,Amer,31,75,110.2,25.5,53.5,58.4,9.5,18.9,11.2,18.1,133,186,0.715,103,191,0.539,42,119,0.353,1,1,60,Sr,6-8,0,3.23072,118.202,2.8,2018,31200,all,71.2,0.63512211,77,112,26,80,0.6875,0.325,7,7,1
Nick Griffin,Saint Peter's,MAAC,33,79.8,100.6,21,48.4,50.7,1.1,10,8.7,11.5,50,68,0.735,68,168,0.405,77,211,0.365,1,1,17.9,Sr,6-2,0,1.27813,98.7934,1.6,2018,31203,all,20.4,0.97619235,27,59,41,109,0.4576,0.3761,0,0,
Cole Harrison,William & Mary,CAA,25,12.8,97.6,20.1,51.2,53,9.8,16.6,7.1,20.6,7,11,0.636,21,41,0.512,0,0,0,0.7,0.4,26.8,Sr,6-11,15,0.183445,96.2934,8.3,2018,31227,all,,0.53852544,13,23,8,18,0.5652,0.4444,1,2,0.5
Dylan Jones,Rice,CUSA,22,14.5,92.9,16.3,66.7,60.8,7,7.9,6.6,28.9,8,20,0.4,20,30,0.667,0,0,0,1.3,1.4,66.7,Sr,6-8,4,0.0372589,88.8471,7.1,2018,31249,all,30,0.40003067,16,18,3,11,0.8889,0.2727,3,3,1
Martez Walker,Oakland,Horz,26,72.6,115.3,20.1,55.2,60.7,3.3,8.8,8.3,12.8,127,163,0.779,84,137,0.613,54,162,0.333,1.4,1.3,54.5,Sr,6-6,35,3.49549,114.649,2.1,2018,31271,all,40.2,0.93332563,70,101,14,36,0.6931,0.3889,8,9,0.8889
