0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Alvin Abreu,New Hampshire,AE,28,89.4,92.1,23,46.5,49.1,2.3,9.2,11.5,18.7,52,73,0.712,81,196,0.413,53,149,0.356,0.4,1.5,21.2,Sr,6-2,25,1.05544,91.1259,1.8,2012,2225,all,,0.64284,55,100,26,96,0.55,0.2708,0,0,
Rashad Green,San Francisco,WCC,31,72.1,95.2,24.1,50.8,55.1,4.7,15.3,14.6,25.9,78,101,0.772,99,197,0.503,34,98,0.347,0.7,3.5,34.2,Sr,6-4,13,1.66132,98.6025,3.6,2012,2232,all,,0.68629,67,128,32,69,0.5234,0.4638,6,7,0.8571
Matt Ballard,San Jose St.,WAC,29,56.7,98.3,6.2,33.3,40.8,6.2,12.1,4.4,17.1,18,29,0.621,15,45,0.333,0,0,0,1.3,0.7,64.4,Sr,6-9,52,-0.417798,77.5867,4.4,2012,2278,all,,1.33325278,7,16,8,29,0.4375,0.2759,0,0,
JohnMark Ludwick,William & Mary,CAA,6,4.7,90.7,19.2,54.2,57.9,6.4,10.5,16.1,33.9,2,2,1,2,3,0.667,3,9,0.333,3.8,1.1,16.7,Sr,6-8,33,0.293908,91.3799,5.5,2012,2287,all,,0.6667,2,2,0,1,1,0,0,0,
David Boarden,SIU Edwardsville,OVC,16,5.4,65.5,9.9,50,50.4,4.5,15.1,0,43.7,1,2,0.5,1,1,1,1,4,0.25,1.9,1.1,40,Sr,6-4,23,-0.379892,50.1797,5.2,2012,2490,all,,0,0,0,1,1,,1,0,0,
Tim Diederichs,Loyola Marymount,WCC,12,4.4,79.7,20.3,46.2,44.6,8.2,4,7.3,25.6,3,8,0.375,6,13,0.462,0,0,0,5.8,1,61.5,Sr,6-9,32,-0.0523058,79.4313,4.9,2012,2511,all,,0.400048,5,9,1,4,0.5556,0.25,0,0,
Charlie Rigoglioso,Rutgers,BE,11,1.7,125.6,12.7,40,40,5.3,21.9,36.4,0,0,0,0,2,5,0.4,0,0,0,0,5.5,0,N/A,6-2,23,0.222395,114.663,1.8,2012,2518,all,,,1,2,1,3,0.5,0.3333,0,0,
Jonathan Wills,Fresno St.,WAC,31,68.8,104.4,21.2,46.9,54.4,6.9,10.3,8.4,17,90,104,0.865,96,195,0.492,12,48,0.25,0.7,1.7,42.8,Sr,6-6,2,2.0429,103.546,5.1,2012,2538,all,32.6,0.62000124,47,74,49,121,0.6351,0.405,2,2,1
Ryan Silva,UC Davis,BW,4,2.7,50.4,21.7,21.4,21.4,7.5,3.6,25.1,43.3,0,0,0,0,2,0,1,5,0.2,0,3.8,0,Sr,5-10,5,-0.939267,48.7826,3.8,2012,2548,all,,0.8,0,2,0,0,0,,0,0,
Aric Brooks,Morgan St.,MEAC,29,55.3,107.4,19.1,48.4,57.8,4.7,13.1,9.1,20.4,90,111,0.811,47,108,0.435,18,45,0.4,1,2.1,72.5,Sr,6-6,12,1.55979,102.801,2.5,2012,2569,all,14.2,0.65113299,26,48,21,60,0.5417,0.35,0,1,0
Jewuan Long,Murray St.,OVC,30,70.3,106.1,18.5,55.3,57.6,5.6,6.3,17.1,24.1,46,68,0.676,79,148,0.534,20,49,0.408,2.9,2.8,34.5,Sr,6-1,33,1.70933,100.012,3,2012,2584,all,,1.127,59,90,20,58,0.6556,0.3448,3,4,0.75
Tony Johnson,Lafayette,Pat,12,26.8,129.5,15.8,62.7,65.8,2.3,10.5,32.4,17.1,17,21,0.81,29,47,0.617,7,16,0.438,0.6,3.4,33.3,Jr,6-0,3,3.53413,119.43,2.5,2012,2615,all,,3.4,25,39,4,8,0.641,0.5,0,0,
Jimmy Oden,Middle Tennessee,SB,33,27.9,93.4,12.7,29,47.9,1.7,9.6,24,33.9,29,38,0.763,3,12,0.25,4,19,0.211,0,3.1,122.6,Sr,6-3,20,-0.00480186,82.4946,5.1,2012,2714,all,,2.03703251,3,6,0,6,0.5,0,0,0,
Tim Shelton,San Diego St.,MWC,31,57.3,108.3,14.2,48.9,51.3,9.2,11.4,12.6,17,29,46,0.63,64,126,0.508,1,8,0.125,1.2,1.4,34.3,Sr,6-7,10,1.58105,101.638,4,2012,2741,all,21.2,1.66673556,43,67,21,59,0.6418,0.3559,0,0,
Robert Sacre,Gonzaga,WCC,33,65.4,111.7,22.9,51.1,59.5,9.9,17.7,5.7,18.1,150,197,0.761,117,227,0.515,0,2,0,5.8,0.8,86,Sr,7-0,0,2.89839,114.434,3.3,2012,2747,all,65.2,0.400011,53,80,64,147,0.6625,0.4354,22,24,0.9167
Stephen Thomas,IUPUI,Sum,30,88.1,108.1,18,47,53.1,1.5,7.9,18.7,17.9,81,96,0.844,70,162,0.432,38,108,0.352,0.2,1.7,35.6,Sr,6-1,2,2.49068,102.774,1.8,2012,2800,all,64.6,1.82457895,33,63,37,99,0.5238,0.3737,0,0,
Antwaine Wiggins,College of Charleston,SC,31,85.9,103.9,24.9,51.4,52.7,7.9,10.5,14.2,15.7,82,142,0.577,116,233,0.498,60,168,0.357,1.3,1.9,35.4,Sr,6-7,30,2.98428,107.338,1.6,2012,2820,all,,0.91782742,84,131,32,101,0.6412,0.3168,8,8,1
Chris Collinsworth,BYU,WCC,1,0.4,18.4,31.8,0,0,0,21.5,28.7,68.5,0,0,0,0,0,0,0,1,0,0,0,0,So,6-9,5,-0.864838,32.7713,24,2012,2846,all,59.8,0.5,0,0,0,0,,,0,0,
Tramaine Butler,Alabama St.,SWAC,27,63,87.5,27.1,42.5,44.8,5.2,11.9,14.7,17.9,54,94,0.574,71,180,0.394,39,125,0.312,0.6,2.9,30.8,Sr,6-3,21,0.858297,91.5996,4.7,2012,2916,all,,0.66099213,52,89,19,91,0.5843,0.2088,1,1,1
Cameron Tatum,Tennessee,SEC,33,72,94.4,18.2,43,46.6,2.2,12.6,17.6,20.7,44,58,0.759,43,124,0.347,45,133,0.338,0.4,1.6,22.6,Sr,6-7,23,1.15007,93.9595,2.5,2012,3089,all,,1.38334617,21,46,22,78,0.4565,0.2821,4,5,0.8
Andre Walker,Xavier,A10,36,69.5,101.5,13.5,47.2,48.6,9,14.5,12.2,19.5,36,68,0.529,77,161,0.478,0,2,0,3.3,1.6,41.7,Sr,6-7,54,1.2486,95.4574,3.3,2012,3098,all,31,1.48888,49,77,28,84,0.6364,0.3333,5,5,1
Drew Viney,Loyola Marymount,WCC,23,56,109.5,23.1,53.5,58.6,5.3,14.2,11.4,18.3,79,98,0.806,70,153,0.458,39,87,0.448,2.9,2.3,40.8,Sr,6-5,34,3.04917,110.44,3,2012,3166,all,75.2,0.69229068,27,47,43,106,0.5745,0.4057,2,2,1
Chace Stanback,UNLV,MWC,33,68.3,116.1,18.8,57.6,59.8,4.4,10.4,9,13,46,57,0.807,65,145,0.448,78,171,0.456,1.5,2,18,Sr,6-8,22,3.21137,115.976,2.6,2012,3171,all,89,1.05127771,19,37,46,108,0.5135,0.4259,3,3,1
Adam Waddell,Wyoming,MWC,31,71.2,107,19.2,54.5,59.2,4.2,11.4,5.2,15.7,88,123,0.715,109,199,0.548,0,1,0,4.4,1.1,61.5,Sr,6-10,15,2.18681,104.661,3.7,2012,3189,all,,0.46340541,73,84,36,115,0.869,0.313,28,29,0.9655
Darrin Williams,Illinois Chicago,Horz,28,58.1,102.9,23,54,55.9,11.2,18.9,8.8,19.8,52,84,0.619,107,198,0.54,0,0,0,6.5,1.1,42.4,Sr,6-9,32,1.8859,105.857,4.7,2012,3190,all,,0.43749635,78,118,29,80,0.661,0.3625,1,1,1
Chris Davis,Jacksonville,ASun,30,42.1,87.5,16.4,42.1,48.5,5.7,7.7,8.8,28.5,35,48,0.729,26,66,0.394,11,35,0.314,1.6,1.4,47.5,So,6-2,11,-0.0418391,81.9061,4.6,2012,3217,all,44,0.57503938,18,33,8,34,0.5455,0.2353,0,0,
Gabriel McCulley,UTEP,CUSA,28,64.1,111.6,20.7,56.5,59,8.6,14.4,15.6,16.1,65,96,0.677,94,160,0.588,19,57,0.333,2.2,2.4,44.2,Sr,6-7,23,3.16007,113.137,4,2012,3378,all,,1.25003182,54,69,40,91,0.7826,0.4396,14,16,0.875
Mike Venezia,Colgate,Pat,30,82.3,104.3,15.8,49.2,53,1.6,8,11.1,13.5,48,58,0.828,39,112,0.348,54,132,0.409,0.2,1.1,23.8,Sr,6-1,12,1.55658,96.1519,2,2012,3388,all,15.8,1.42855918,6,18,33,94,0.3333,0.3511,0,0,
Chris Allen,Iowa St.,B12,34,72.9,102,22.8,48.4,52.6,1.7,6.9,16.3,18.8,74,90,0.822,56,145,0.386,76,206,0.369,0.4,1.3,25.6,Sr,6-3,4,2.53983,107.705,3.1,2012,3409,all,91.2,1.09723272,24,44,32,101,0.5455,0.3168,2,3,0.6667
Landon Clement,North Carolina Central,MEAC,5,16.2,107.3,17.3,52.8,56.3,0.7,3.3,10,15.2,9,10,0.9,4,17,0.235,16,36,0.444,0,0.3,18.9,Sr,6-2,3,2.30662,100.981,2,2012,3702,all,,1,2,4,2,13,0.5,0.1538,0,0,
Andres Torres,Hartford,AE,31,80.6,93.8,24.7,49.2,55.1,1.6,9,30.8,26.4,105,141,0.745,64,125,0.512,44,139,0.317,0.5,3.6,53.4,Sr,5-10,11,1.52652,96.0839,3.7,2012,3758,all,,1.18349876,57,103,7,22,0.5534,0.3182,0,0,
Mouhamed Lo,Fairleigh Dickinson,NEC,22,26.7,87.1,17.2,50.9,53,5.8,13.4,10.2,28.5,22,39,0.564,28,53,0.528,0,2,0,2.4,2.3,70.9,Sr,6-7,34,-0.135573,79.8452,5.8,2012,3764,all,,0.57691657,25,33,3,20,0.7576,0.15,2,2,1
Eli Holman,Detroit,Horz,26,44.3,119.7,21.8,60.7,61,15.1,21.7,7.7,13.1,44,74,0.595,119,196,0.607,0,0,0,6.7,1.9,37.8,Sr,6-9,32,3.14558,121.575,5,2012,3780,all,84.6,0.65519096,76,94,43,102,0.8085,0.4216,36,37,0.973
Dorenzo Hudson,Virginia Tech,ACC,33,72.9,100.6,22,45.8,51.7,3.8,7.2,11.8,18.4,88,108,0.815,83,190,0.437,35,106,0.33,0.3,1.4,36.5,Sr,6-5,5,2.38325,106.019,2.1,2012,3842,all,,0.82259953,47,86,36,104,0.5465,0.3462,2,2,1
Kyle Bailey,Connecticut,BE,3,0.3,205.9,3.8,0,0,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-3,21,0.44119,177.976,0,2012,3845,all,,,,,,,,,,,
Alex Smith,Bethune Cookman,MEAC,26,12.1,114,15.2,75,73.3,12.7,7.5,4.2,28,6,10,0.6,21,28,0.75,0,0,0,7.7,1.9,35.7,Jr,6-7,2,0.438681,103.181,6,2012,3902,all,,0.27274876,16,23,5,5,0.6957,1,6,6,1
Herb Pope,Seton Hall,BE,33,75.3,99.7,28.5,49.1,51.5,12.7,24.2,11,17.9,96,156,0.615,176,362,0.486,17,48,0.354,6.2,2.1,38,Sr,6-8,15,3.20836,112.136,3.9,2012,4051,all,84.2,0.55169929,142,255,34,107,0.5569,0.3178,32,36,0.8889
Jeff Jones,Rider,MAAC,30,65.3,116.3,20,57.3,61.3,1.5,8,7.6,11.6,95,126,0.754,62,114,0.544,61,154,0.396,1,1.9,47,Sr,6-4,22,3.03948,113.757,2.2,2012,4075,all,86,0.85299568,39,61,23,53,0.6393,0.434,2,2,1
Mike Scott,Virginia,ACC,32,77.7,115,29.8,57.1,62,9.7,21.7,10.7,14.8,139,172,0.808,209,362,0.577,6,20,0.3,1.8,1.4,45,Sr,6-8,23,4.95503,128.394,2.2,2012,4079,all,26.8,0.5522495,73,101,136,260,0.7228,0.5231,10,11,0.9091
D'Aundray Brown,Cleveland St.,Horz,25,57.9,105.7,20.8,48,51.3,8.3,8.6,15.6,17.4,38,47,0.809,82,178,0.461,18,49,0.367,2.5,5,20.7,Sr,6-4,32,2.45982,106.534,3.3,2012,4139,all,,1.25581395,47,78,35,100,0.6026,0.35,5,7,0.7143
Festus Ezeli,Vanderbilt,SEC,26,41.4,99.2,25.7,53.9,56.7,13,17.4,2.9,22.7,84,139,0.604,89,165,0.539,0,0,0,9,1.1,84.2,Sr,6-11,3,2.29136,111.117,5.4,2012,4250,all,77,0.13793258,78,106,11,59,0.7358,0.1864,31,32,0.9688
Matt Roth,Indiana,B10,34,27.8,163.8,10.6,79.3,81.3,1.7,4.6,6.4,7,15,15,1,2,5,0.4,42,77,0.545,0.3,0.6,18.3,Sr,6-3,30,3.03624,156.993,2.5,2012,4276,all,68.4,2.79945615,0,0,2,5,,0.4,0,0,
Tom Pritchard,Indiana,B10,36,24.9,115.8,8.9,55,54.2,9.6,10.3,6.5,18.6,4,9,0.444,22,39,0.564,0,1,0,1.5,0.8,22.5,Sr,6-8,25,0.79647,105.699,6.8,2012,4277,all,72.2,1.39992801,20,33,2,6,0.6061,0.3333,5,8,0.625
Martiz Washington,Longwood,ind,27,79.5,105.5,17,50.6,52.7,1.8,6.3,15.4,12.8,31,40,0.775,28,64,0.438,68,193,0.352,0,1.7,15.6,Sr,6-0,2,1.67238,97.7104,2.2,2012,4286,all,,2.0587628,10,22,17,38,0.4545,0.4474,0,0,
Mitchell Watt,Buffalo,MAC,30,75.9,112,25.6,57.1,60.9,8.3,17.2,17.7,19.6,112,151,0.742,169,291,0.581,11,34,0.324,7.7,1.2,46.5,Sr,6-10,21,3.70582,117.7,3.8,2012,4330,all,3,0.89875821,100,150,69,141,0.6667,0.4894,31,37,0.8378
Titus Robinson,Buffalo,MAC,30,46.6,99.9,21,52.4,57.8,10.2,11.8,6.5,24.6,77,116,0.664,65,118,0.551,0,6,0,3.4,2,93.5,Sr,6-7,30,1.12838,99.9909,6.3,2012,4331,all,30.4,0.3799724,56,88,9,30,0.6364,0.3,19,22,0.8636
Keith Gabriel,VMI,BSth,30,72.9,103.7,28.5,50.6,54.8,3,10.9,12.8,15.2,107,139,0.77,103,195,0.528,71,219,0.324,3.6,3,33.6,Sr,6-4,21,2.71041,109.299,3.2,2012,4346,all,,0.7143102,75,112,28,83,0.6696,0.3373,21,22,0.9545
Ron Burks,VMI,BSth,30,79.3,98.6,18.2,50.5,55.4,1.8,10.9,17.6,24.6,78,106,0.736,64,126,0.508,32,96,0.333,0.6,2.3,47.7,Sr,6-4,15,0.988143,91.5709,3,2012,4347,all,,1.15190066,44,71,20,55,0.6197,0.3636,0,0,
Wayne Whiting,VMI,BSth,16,9.5,108.5,10.3,41.2,45,6.7,5.1,6,4.6,6,11,0.545,7,17,0.412,0,0,0,2.4,0.9,64.7,Sr,6-7,32,0.268687,93.4078,7,2012,4349,all,,4,3,5,4,12,0.6,0.3333,0,0,
